topic_index,topic_title,topic_url,order,word,phonetic,example,note,definition_en
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,1,hello,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,2,goodbye,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,3,hi,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,4,bye,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,5,good morning,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,6,good afternoon,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,7,good evening,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,8,good night,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,9,thank you,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,10,thanks,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,11,please,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,12,OK,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,13,yes,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,14,no,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,15,sorry,,,,
1,Hello and Goodbye,https://langeek.co/en/vocab/subcategory/1/learn,16,welcome,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,1,man,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,2,woman,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,3,boy,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,4,girl,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,5,friend,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,6,boyfriend,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,7,girlfriend,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,8,person,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,9,people,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,10,adult,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,11,baby,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,12,Mr,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,13,Mrs,,,,
2,People,https://langeek.co/en/vocab/subcategory/19/learn,14,miss,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,1,zero,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,2,one,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,3,two,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,4,three,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,5,four,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,6,five,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,7,six,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,8,seven,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,9,eight,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,10,nine,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,11,ten,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,12,eleven,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,13,twelve,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,14,thirteen,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,15,fourteen,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,16,fifteen,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,17,sixteen,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,18,seventeen,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,19,eighteen,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,20,nineteen,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,21,twenty,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,22,thirty,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,23,forty,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,24,fifty,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,25,sixty,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,26,seventy,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,27,eighty,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,28,ninety,,,,
3,Numbers 0 to 100,https://langeek.co/en/vocab/subcategory/2/learn,29,hundred,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,1,parent,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,2,father,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,3,mother,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,4,dad,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,5,mom,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,6,wife,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,7,husband,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,8,child,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,9,son,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,10,daughter,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,11,sister,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,12,brother,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,13,family,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,14,grandmother,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,15,grandfather,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,16,grandchild,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,17,aunt,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,18,uncle,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,19,niece,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,20,nephew,,,,
4,Family,https://langeek.co/en/vocab/subcategory/3/learn,21,cousin,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,1,black,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,2,white,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,3,blue,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,4,green,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,5,yellow,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,6,red,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,7,pink,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,8,orange,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,9,purple,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,10,gray,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,11,brown,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,12,dark,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,13,light,,,,
5,Colors,https://langeek.co/en/vocab/subcategory/4/learn,14,color,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,1,month,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,2,January,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,3,February,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,4,March,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,5,April,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,6,May,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,7,June,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,8,July,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,9,August,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,10,September,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,11,October,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,12,November,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,13,December,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,14,season,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,15,spring,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,16,summer,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,17,fall,,,,
6,Months and Seasons,https://langeek.co/en/vocab/subcategory/5/learn,18,winter,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,1,clock,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,2,year,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,3,time,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,4,date,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,5,day,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,6,hour,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,7,o'clock,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,8,minute,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,9,second,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,10,morning,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,11,afternoon,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,12,evening,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,13,night,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,14,week,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,15,Sunday,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,16,Monday,,,,
7,Time and Date,https://langeek.co/en/vocab/subcategory/6/learn,17,Tuesday,,,,
