order,word,phonetic,example,note,definition_en
1,dish,/dɪʃ/,I cooked the lasagna in a large baking dish.,,
2,spoon,/spuːn/,He used a measuring spoon to add spices to the recipe.,,
3,fork,/fɔːrk/,I gently tapped the glass with a fork to make a sound.,,
4,knife,/naɪf/,He carefully peeled the apple with a sharp knife.,,
5,plate,/pleɪt/,He served the salad on a large ceramic plate.,,
6,glass,/ɡlæs/,Sarah enjoyed her milkshake in a thick glass with a straw.,,
7,bottle,/ˈbɑːtəl/,He used a spray bottle to mist the plants with water.,,
8,cup,/kʌp/,He admired the hand-painted design on the teacup.,,
9,soap,/soʊp/,He dropped the slippery soap in the shower.,,
10,brush,/brʌʃ/,I usually use a brush with natural bristles to distribute oils in my hair.,,
11,toothbrush,/ˈtuːθˌbrʌʃ/,He applied toothpaste to his toothbrush and started brushing his teeth in circular motions.,,
12,pillow,/ˈpɪloʊ/,I need to buy a new pillow for better neck support.,,
13,trash can,/ˈtræʃ ˌkæn/,He emptied the full trash can into the larger dumpster outside.,,
14,box,/bɑːks/,He placed the puzzle pieces back into the puzzle box.,,
15,thing,/θɪŋ/,I misplaced my phone; it's the one thing I can't find right now.,,
16,ball,/bɔːl/,"I hit the ball with a golf club, sending it flying towards the hole.",,
17,doll,/dɑːl/,"My baby hugged his soft, plush doll tightly while sleeping.",,
