order,word,phonetic,example,note,definition_en
1,hobby,/ˈhɑːbi/,Can you guess what his favorite hobby is?,,
2,movie,/ˈmuːvi/,He watched a scary movie and got scared during the suspenseful scenes.,,
3,music,/ˈmjuːzɪk/,He plays the piano and enjoys composing beautiful music.,,
4,guitar,/ɡɪˈtɑːr/,He is practicing fingerpicking techniques on the guitar.,,
5,piano,/piˈænoʊ/,I learned how to read sheet music to play the piano.,,
6,violin,/ˌvaɪəˈlɪn/,Can you show me the proper way to hold the violin bow?,,
7,swimming,/ˈswɪmɪŋ/,He learned how to do the front crawl stroke in swimming lessons.,,
8,soccer,/ˈsɑːkɚ/,I like to watch soccer matches on TV and support my favorite team.,,
9,volleyball,/ˈvɑːliˌbɔːl/,She enjoys the teamwork and strategy involved in playing volleyball.,,
10,hiking,/ˈhaɪkɪŋ/,Hiking is a great way to explore nature and enjoy the fresh air.,,
11,tennis,/ˈtɛnɪs/,He dreams of becoming a professional tennis player one day.,,
12,bicycle,/ˈbaɪsɪkl/,He enjoys going on long bicycle rides in the countryside.,,
13,sport,/spɔːrt/,Basketball is a dynamic sport that demands quick thinking and agility.,,
14,game,/ɡeɪm/,Chess is a strategic board game played between two players on a checkered board.,,
15,video game,/ˈvɪdioʊ ˌɡeɪm/,I enjoy playing video games with my friends online.,,
16,newspaper,/ˈnuːzˌpeɪpɚ/,I enjoy doing the crossword puzzle in the newspaper to challenge my brain.,,
17,magazine,/ˈmæɡəziːn/,I often read parenting magazines to get advice on raising my children.,,
