order,word,phonetic,example,note,definition_en
1,weather,/ˈwɛðɚ/,I check the weather forecast every morning to plan my outfit.,,
2,fire,/ˈfaɪɚ/,Can you please add some logs to the fire to keep it burning?,,
3,hot,/hɑːt/,I turned on the air conditioner because it was getting too hot inside.,,
4,cold,/koʊld/,I prefer to drink cold water on a hot day.,,
5,sunny,/ˈsʌni/,"It's a beautiful sunny day, perfect for a picnic in the park.",,
6,cloud,/klaʊd/,My little son was looking up at the sky and showing me the fluffy white clouds.,,
7,cloudy,/ˈklaʊdi/,I carried an umbrella with me because the weather looked cloudy.,,
8,rain,/reɪn/,Can you hear the sound of rain tapping on the window?,,
9,rainy,/ˈreɪni/,I like to listen to the sound of raindrops falling on the roof during a rainy day.,,
10,snowy,/ˈsnoʊi/,"We had a snowy weekend in the mountains, surrounded by beautiful white landscapes.",,
11,ice,/aɪs/,I put ice cubes in my drink to make it cold.,,
12,nature,/ˈneɪtʃɚ/,Can you hear the sound of nature?,,
13,sun,/sʌn/,"The sun shines brightly, lighting up the entire sky.",,
14,moon,/muːn/,Can you see the moon peeking out from behind the clouds?,,
15,Earth,/ɝːθ/,"The Earth has diverse ecosystems, ranging from forests to deserts.",,
16,sky,/skaɪ/,"The dark clouds covered the sky, signaling an approaching storm.",,
17,river,/ˈrɪvɚ/,I dipped my feet in the cool water of the river.,,
18,sea,/siː/,I hear the sound of seagulls near the sea.,,
19,mountain,/ˈmaʊntn/,"I took a photo of the mountain peak, capturing its majestic beauty.",,
20,beach,/biːtʃ/,I buried my feet in the warm sand at the beach.,,
21,forest,/ˈfɔːrɪst/,I love the fresh scent of pine trees in the forest.,,
22,island,/ˈaɪlənd/,I collected seashells as souvenirs from the beautiful island.,,
23,star,/stɑr/,I looked up at the night sky and saw a shooting star.,,
24,tree,/triː/,I enjoyed the sweet scent of blossoms on the flowering tree.,,
25,flower,/ˈflaʊɚ/,I decided to buy myself a bouquet of flowers to brighten up my home.,,
