order,word,phonetic,example,note,definition_en
1,clock,/klɑk/,I enjoy watching the hands of the clock move as time goes by.,,
2,year,/jɪr/,I'm looking forward to the new year and the opportunities it may bring.,,
3,time,/taɪm/,I need more time to complete this project.,,
4,date,/deɪt/,I need to check my calendar to see if I'm available on that date.,,
5,day,/deɪ/,I like to have a cup of tea in the evening to relax after a long day.,,
6,hour,/aʊɚ/,"I have a deadline in three hours, so I need to work quickly.",,
7,o'clock,/əˈklɑk/,I usually go to bed around 11 o'clock.,,
8,minute,/ˈmɪnɪt/,I like to take a short break every 30 minutes of studying.,,
9,second,/ˈsɛkənd/,She won the race by just 22 seconds.,,
10,morning,/ˈmɔrnɪŋ/,I have a morning routine that includes brushing my teeth and getting dressed.,,
11,afternoon,/ˌæftɚˈnuːn/,He likes to take a walk in the park during the afternoon.,,
12,evening,/ˈivnɪŋ/,I enjoy having dinner with my family in the evening.,,
13,night,/naɪt/,I like to read a book before bed at night.,,
14,week,/wiːk/,He tries to exercise at least three times a week.,,
15,Sunday,/ˈsʌnˌdeɪ/,I don't work on Sundays; it's my day off.,,
16,Monday,/ˈmʌnˌdeɪ/,I have a team meeting every Monday afternoon.,,
17,Tuesday,/ˈtuːzˌdeɪ/,Harry uses Tuesdays to plan his goals for the rest of the week.,,
18,Wednesday,/ˈwɛnzˌdeɪ/,I eat pizza on Wednesdays.,,
19,Thursday,/ˈθɝzˌdeɪ/,I have a dentist appointment on Thursday.,,
20,Friday,/ˈfraɪˌdeɪ/,"Friday is the last day of the workweek for many people, signaling the start of the weekend.",,
21,Saturday,/ˈsæˌtɝˌdeɪ/,I enjoy attending cultural events like concerts or theater performances on Saturdays.,,
22,weekend,/ˈwiːkˌɛnd/,I like to sleep in and have a late breakfast on the weekends.,,
23,next,/nɛkst/,I'm excited about the next episode of my favorite TV show.,,
24,half,/hæf/,I ate a sandwich and a half for lunch.,,
