order,word,phonetic,example,note,definition_en
1,young,/jʌŋ/,He has a young brother who is learning to walk.,,
2,old,/oʊld/,She cherished the wisdom and experience that came with being old.,,
3,stupid,"/ˈstuːpɪd/ , /ˈstjuːpɪd/","Don't be stupid, the answer is right in front of you.",,
4,thirsty,/ˈθɝːsti/,"After eating spicy food, he became very thirsty and drank a glass of water.",,
5,fat,/fæt/,He admires body diversity and believes everyone should be accepted regardless of being fat or thin.,,
6,thin,/θɪn/,"He is thin but strong, thanks to regular exercise and a balanced diet.",,
7,tall,/tɔːl/,"He is a tall basketball player, perfect for the sport.",,
8,short,/ʃɔrt/,"At just five feet tall, she was considered short compared to her classmates.",,
9,smart,/smɑːrt/,"My daughter is a smart student, and her teachers appreciate her enthusiasm for learning.",,
10,angry,/ˈæŋɡri/,I get angry when people lie to me.,,
11,fine,/faɪn/,"Despite the small accident, the bike and its rider were both fine.",,
12,sad,/sæd/,He looked sad because he didn't get the job he wanted.,,
13,happy,/ˈhæpi/,He was happy when he got the job he had been hoping for.,,
14,hungry,/ˈhʌŋɡri/,"After playing outside all day, the children were hungry for dinner.",,
15,excited,/ɪkˈsaɪtɪd/,He was excited to start his new job.,,
16,ready,/ˈrɛdi/,She had her backpack packed and was ready for the hiking trip.,,
