order,word,phonetic,example,note,definition_en
1,clothes,/kloʊðz/,He always wears comfortable clothes when he goes for a run.,,
2,shirt,/ʃɝːt/,I need to iron my shirt before wearing it.,,
3,T-shirt,/ˈtiː ʃɝːt/,I spilled ketchup on my T-shirt while eating lunch.,,
4,pants,/pænts/,He is going to wear black pants and a white shirt for his job interview.,,
5,dress,/drɛs/,He asked her wife to wear a formal dress to the event.,,
6,skirt,/skɝːt/,I love twirling in my favorite skirt.,,
7,coat,/koʊt/,He buttoned up his coat to keep out the chilly wind.,,
8,jacket,/ˈdʒækɪt/,He put on his leather jacket before heading out on his motorcycle.,,
9,jeans,/dʒiːnz/,He bought a new pair of jeans that fit him perfectly.,,
10,sweater,/ˈswɛtɚ/,He bought a new sweater with a colorful pattern for me.,,
11,suit,/suːt/,He paired his suit with polished dress shoes.,,
12,tie,/taɪ/,He adjusted his tie in the mirror to make sure it was straight.,,
13,hat,/hæt/,He wore a cowboy hat to complete his Western-themed outfit.,,
14,purse,/pɝːs/,He found a purse on the street and returned it to its owner.,,
15,shoe,/ʃuː/,He polished his leather shoes to make them look shiny.,,
16,boot,/buːt/,I love the sound of my boots clicking on the wooden floor.,,
17,sock,/sɑːk/,He wore thick woolen socks to keep his feet cozy in the snow.,,
18,pajamas,/pəˈdʒɑːməz/,He forgot to change out of his pajamas before going to the store.,,
19,underwear,/ˈʌndɚˌwɛr/,He accidentally put his underwear on inside out.,,
20,swimsuit,/ˈswɪmˌsuːt/,He enjoys wearing his swimsuit at the water park on hot summer days.,,
