order,word,phonetic,example,note,definition_en
1,alarm clock,,,,
2,equipment,,,,
3,device,,,,
4,loudspeaker,,,,
5,camera,,,,
6,dishwasher,,,,
7,washing machine,,,,
8,oven,,,,
9,coffee maker,,,,
10,toaster oven,,,,
11,air conditioner,,,,
12,heater,,,,
13,radio,,,,
14,telephone,,,,
15,line,,,,
16,hair dryer,,,,
17,fan,,,,
18,vacuum cleaner,,,,
19,iron,,,,
20,remote control,,,,
21,smoke detector,,,,
22,to turn on,,,,
23,to turn off,,,,
24,to work,,,,
25,broken,,,,
26,to use,,,,
27,system,,,,
28,to repair,,,,
29,flashlight,,,,
30,carpet,,,,
31,furniture,,,,
