order,word,phonetic,example,note,definition_en
1,and,,,,
2,or,,,,
3,but,,,,
4,if,,,,
5,as,,,,
6,because,,,,
7,so,,,,
8,since,,,,
9,now,,,,
10,after,,,,
11,before,,,,
12,once,,,,
13,although,,,,
14,though,,,,
15,that,,,,
16,yet,,,,
17,when,,,,
18,whenever,,,,
19,where,,,,
20,whereas,,,,
21,whether,,,,
22,during,,,,
23,until,,,,
24,from,,,,
25,of,,,,
26,through,,,,
27,except,,,,
28,apart from,,,,
29,around,,,,
30,by,,,,
31,outside,,,,
32,inside,,,,
33,nor,,,,
34,for,,,,
35,about,,,,
36,against,,,,
37,than,,,,
38,like,,,,
