order,word,phonetic,example,note,definition_en
1,to deal with,,,,
2,to go in,,,,
3,to go out,,,,
4,to get in,,,,
5,to get out,,,,
6,to turn up,,,,
7,to turn down,,,,
8,to go up,,,,
9,to go down,,,,
10,to get on,,,,
11,to get off,,,,
12,to put down,,,,
13,to pick up,,,,
14,to come in,,,,
15,to grow up,,,,
16,to find out,,,,
17,to get up,,,,
18,to hurry up,,,,
19,to throw out,,,,
20,to calm down,,,,
21,to slow down,,,,
22,to look around,,,,
23,to turn around,,,,
24,to get back,,,,
25,to look up,,,,
26,to let in,,,,
27,to try on,,,,
28,to switch on,,,,
29,to switch off,,,,
30,to wake up,,,,
