order,word,phonetic,example,note,definition_en
1,sunrise,,,,
2,sunset,,,,
3,sunshine,,,,
4,shade,,,,
5,thunder,,,,
6,lightning,,,,
7,rainfall,,,,
8,snowfall,,,,
9,shower,,,,
10,rainstorm,,,,
11,snowstorm,,,,
12,rainwater,,,,
13,raindrop,,,,
14,snowflake,,,,
15,to pour,,,,
16,to flood,,,,
17,humid,,,,
18,damp,,,,
19,frozen,,,,
20,heat wave,,,,
21,fine,,,,
22,calm,,,,
23,hailstorm,,,,
24,icy,,,,
25,forecast,,,,
26,to set,,,,
27,to rise,,,,
28,to freeze,,,,
29,to melt,,,,
30,to shine,,,,
31,acid rain,,,,
32,sandstorm,,,,
33,windstorm,,,,
34,bright,,,,
