order,word,phonetic,example,note,definition_en
1,social,,,,
2,racial,,,,
3,right,,,,
4,wrong,,,,
5,addiction,,,,
6,abuse,,,,
7,awareness,,,,
8,bullying,,,,
9,corruption,,,,
10,crisis,,,,
11,equality,,,,
12,freedom,,,,
13,gender gap,,,,
14,homelessness,,,,
15,immigration,,,,
16,issue,,,,
17,malnutrition,,,,
18,obesity,,,,
19,overpopulation,,,,
20,peer pressure,,,,
21,poverty,,,,
22,racism,,,,
23,security,,,,
24,sexism,,,,
25,shortage,,,,
26,modern slavery,,,,
27,social inequality,,,,
28,stability,,,,
29,social service,,,,
30,welfare,,,,
31,to protest,,,,
32,war,,,,
33,drug,,,,
34,damage,,,,
35,brain drain,,,,
36,ignorant,,,,
