order,word,phonetic,example,note,definition_en
1,planet,,,,
2,atmosphere,,,,
3,habitat,,,,
4,resource,,,,
5,power,,,,
6,fuel,,,,
7,fossil fuel,,,,
8,coal,,,,
9,oil,,,,
10,energy,,,,
11,atomic energy,,,,
12,carbon footprint,,,,
13,carbon dioxide,,,,
14,clean,,,,
15,cleanup,,,,
16,eco-friendly,,,,
17,green,,,,
18,to pollute,,,,
19,to consume,,,,
20,climate crisis,,,,
21,natural disaster,,,,
22,volcanic eruption,,,,
23,garbage,,,,
24,waste,,,,
25,greenhouse gas,,,,
26,greenhouse effect,,,,
27,toxic,,,,
28,poisonous,,,,
29,air pollution,,,,
30,smoke,,,,
31,power plant,,,,
32,to recycle,,,,
33,recycling,,,,
34,renewable,,,,
35,emergency,,,,
36,to rot,,,verb,
37,filth,,,,
38,to rot,,,verb,
