order,word,phonetic,example,note,definition_en
1,to request,,,,
2,to require,,,,
3,to revise,,,,
4,to risk,,,,
5,to roll,,,verb,
6,to roll,,,verb,
7,to scan,,,,
8,to separate,,,,
9,to set,,,,
10,to signal,,,,
11,to sink,,,,
12,to sort,,,,
13,to snore,,,,
14,to sniff,,,,
15,to stick,,,,
16,to store,,,,
17,to summarize,,,,
18,to supply,,,,
19,to survive,,,,
20,to switch,,,,
21,to tend,,,,
22,to translate,,,,
23,to upset,,,,
24,to view,,,,
25,to yawn,,,,
26,to warm,,,,
27,to warn,,,,
28,to waste,,,,
29,to wave,,,,
30,to wonder,,,,
31,to pause,,,,
32,to raise,,,,
33,to return,,,,
34,to respond,,,,
