order,word,phonetic,example,note,definition_en
1,to wish,,,,
2,achievement,,,,
3,aim,,,,
4,to aim,,,,
5,ambition,,,,
6,bright,,,,
7,effective,,,,
8,effort,,,,
9,wish,,,,
10,to manage,,,,
11,practical,,,,
12,positive,,,,
13,negative,,,,
14,to promote,,,,
15,respect,,,,
16,to respect,,,,
17,secret,,,,
18,to support,,,,
19,to work on,,,,
20,to dream,,,,
21,hopeful,,,,
22,progress,,,,
23,to intend,,,,
24,to go,,,,
25,fight,,,,
26,fortunately,,,,
27,unfortunately,,,,
28,successfully,,,,
29,to result,,,,
30,to secure,,,,
