order,word,phonetic,example,note,definition_en
1,prolixity,/pɹəlˈɪksɪɾi/,"The professor's lecture was criticized for its prolixity, as many students found the excessive detail and lengthy explanations overwhelming and tedious.",,
2,rhetoric,/ˈɹɛtɝɪk/,She studied rhetoric to improve her debate skills.,,
3,intertextuality,/ˌɪntɚtˌɛkstʃuːˈælɪɾi/,Intertextuality enriches the reading experience by allowing readers to recognize and appreciate the connections between different literary works and their themes.,,
4,imbrication,/ɪmbɹɪkˈeɪʃən/,The imbrication of English and Spanish in the border regions creates a unique linguistic blend that fascinates linguists.,,
5,apposition,/ɐpəzˈɪʃən/,"In linguistics, apposition refers to a grammatical construction where two elements, usually noun phrases, are placed side by side, with one element serving to define or modify the other.",,
6,portmanteau word,/pˈoːɹtmɐntˌoʊ wˈɜːd/,"The term ""brunch"" is a portmanteau word that combines ""breakfast"" and ""lunch.""",,
7,syntax,/ˈsɪnˌtæks/,"In linguistics, syntax refers to the rules that govern the structure of sentences, determining how words are arranged to convey meaning.",,
8,morpheme,/mˈɔːɹfiːm/,"In linguistics, a morpheme is the smallest unit of meaning or grammatical function in a language.",,
9,semantics,/sɪˈmæntɪks/,"In linguistics, semantics is the study of meaning in language, focusing on how words, phrases, and sentences convey meaning.",,
10,lexicon,/ˈɫɛksɪˌkɑn/,The lexicon of a language encompasses all the words and phrases that speakers use to communicate meaning.,,
11,anaphora,/əˈnæfɝə/,Anaphora refers to the rhetorical device of repeating a word or phrase at the beginning of successive clauses or sentences.,,
12,polysemy,/pˈɑːlɪsəmi/,"The polysemy of the word ""bank"" includes meanings related to financial institutions, river edges, and inclines.",,
13,allophone,/ˈæɫəˌfoʊn/,"In phonetics, an allophone is a variant form of a phoneme, which occurs in specific phonetic environments.",,
14,lexeme,/lˈɛksiːm/,"A lexeme is the smallest unit of meaning in a language, encompassing both a word and all its inflected forms.",,
15,phoneme,/ˈfoʊnim/,"In linguistics, a phoneme is the smallest distinctive sound unit in a language that can change the meaning of a word.",,
16,hypernym,/hˈaɪpɚnˌɪm/,A hypernym is a word that represents a category or a more general term that encompasses more specific words within that category.,,
17,neologism,/niːˈoʊlədʒˌɪzəm/,A neologism is a newly coined word or expression that has not yet been widely accepted into the lexicon of a language.,,
18,suppletion,/sˈʌpəlʃən/,Suppletion refers to the phenomenon in morphology where an irregular form is used to express a grammatical contrast instead of regular inflection.,,
19,register,/ˈrɛʤɪstɚ/,"In linguistics, register refers to a variety of language used for a particular purpose or in a specific social context.",,
20,metathesis,/mˌɛɾəθəsˈɪs/,Metathesis in linguistics refers to the rearrangement of sounds or syllables within a word.,,
21,epenthesis,/ˈɛpənθəsˌɪs/,"Epenthesis is a phonological process in which a sound is added to a word, typically to break up consonant clusters or to improve pronunciation.",,
22,reduplication,/ɹɪdˌuːplɪkˈeɪʃən/,Reduplication is a morphological process in linguistics where a part or the entirety of a word is repeated to convey grammatical or semantic changes.,,
23,clipping,/ˈklɪpɪŋ/,"Clipping is a morphological process in linguistics where a longer word is shortened without changing its meaning, often resulting in a more casual or familiar term.",,
24,hypocorism,/hˌaɪpoʊkˈoːɹɪzəm/,"Hypocorism is the use of a pet name or affectionate form of a proper name, often involving a diminutive or altered version of the original name.",,
25,tautology,/tɔːtˈɑːlədʒi/,"""ATM machine"" is a classic example of a tautology, as the ""M"" already stands for ""machine.""",,
26,vowel harmony,/vˈaʊəl hˈɑːɹməni/,"Vowel harmony is a phonological process in which vowels within a word agree in certain features, such as frontness or backness, to create a more harmonious sound.",,
27,hyponym,/hˌaɪpoʊnˈɪm/,Rose is a hyponym of flower.,,
28,synchronic,/sɪŋˈkɹɑnɪk/,"The linguist took a synchronic approach, analyzing the language as it exists today.",,
29,diachronic,/dˌaɪəkɹˈɑːnɪk/,Diachronic linguistics looks at how words change meaning over centuries.,,
