order,word,phonetic,example,note,definition_en
1,agritourism,/ˈæɡɹɪtˌʊɹɪzəm/,The family planned a weekend getaway to a countryside farm that offered agritourism activities like apple picking and cheese making.,,
2,luggage carousel,/lˈʌɡɪdʒ kˌæɹəsˈɛl/,"Passengers eagerly gathered around the luggage carousel, waiting for their suitcases to appear.",,
3,hostelry,/hˈɑːstəlɹi/,The weary travelers sought refuge in a charming hostelry at the edge of the forest.,,
4,rack rate,/ɹˈæk ɹˈeɪt/,"The hotel's rack rate for a standard room was $200 per night, but they were offering a discounted rate for guests who booked in advance.",,
5,tourist trap,/tˈʊɹɪst tɹˈæp/,"The restaurant near the popular landmark was a tourist trap, with overpriced meals and mediocre food quality.",,
6,valet,/væˈɫeɪ/,"The restaurant offered valet parking for its patrons, allowing them to arrive and depart with ease.",,
7,estimated time of arrival,/ˈɛstᵻmˌeɪɾᵻd tˈaɪm ʌv ɐɹˈaɪvəl/,The pilot announced that the estimated time of arrival at their destination would be in approximately two hours.,,
8,estimated time of departure,/ˈɛstᵻmˌeɪɾᵻd tˈaɪm ʌv dɪpˈɑːɹtʃɚ/,"The airline sent a notification to passengers with the estimated time of departure for their flight, indicating a slight delay due to inclement weather.",,
9,deportation,/ˌdipɔɹˈteɪʃən/,The authorities ordered the deportation of illegal immigrants.,,
10,refoulement,/ɹɪfˈaʊəlmənt/,"Human rights organizations condemned the government's policy of refoulement, arguing that it violated fundamental principles of asylum and protection.",,
11,emigre,/ˈɛməˌɡɹeɪ/,"The writer, once an emigré from a totalitarian regime, found solace and freedom in their new country, where they could express themselves without fear of persecution.",,
12,internally displaced person,/ɪntˈɜːnəli dɪsplˈeɪst pˈɜːsən/,"The ongoing conflict in the region has resulted in the displacement of thousands of people, many of whom are now classified as internally displaced persons.",,
13,emigree,/ˈɛmɪɡɹˌiː/,"As an emigrée, she brought with her a rich cultural heritage, blending elements of her homeland with the traditions of her adopted country.",,
14,repatriate,/ɹiˈpeɪtɹiˌeɪt/,The embassy provided assistance to the repatriates stranded in the foreign country.,,
15,to naturalize,"/ˈnætʃɝəˌɫaɪz/, /ˈnætʃɹəˌɫaɪz/",He was naturalized after passing the citizenship exam.,,
16,to expatriate,"/ɛkˈspeɪtɹiˌeɪt/, /ɛkˈspeɪtɹiət/",The authoritarian regime decided to expatriate political dissidents who posed a threat to its authority.,,
17,to deplane,/dɪplˈeɪn/,"Flight attendants assisted elderly passengers as they prepared to deplane, ensuring a safe and orderly disembarkation.",,
18,to ply,/ˈpɫaɪ/,"The bus would ply the city streets, stopping at designated locations to pick up and drop off passengers.",,
19,to derail,/dɪˈɹeɪɫ/,The heavy rain and slippery tracks led to a tragic incident as the express train derailed.,,
20,to detrain,/diːtɹˈeɪn/,Passengers should detrain only when the train comes to a complete stop at the station platform.,,
21,to detour,"/ˈditʊɹ/, /dɪˈtʊɹ/","The road was closed for construction, so the drivers had to detour through a nearby neighborhood.",,
