order,word,phonetic,example,note,definition_en
1,photometry,/foʊtˈɑːmətɹi/,The astronomer used photometry to determine the luminosity of distant stars by measuring their light intensity.,,
2,altimeter,/æɫˈtɪmətɝ/,The pilot checked the altimeter before takeoff to ensure an accurate reading of the aircraft's altitude.,,
3,anemometer,/ˌænəˈmɑmətɝ/,The meteorologist used an anemometer to measure the wind speed during the weather report.,,
4,ampere,/ˈæmˌpɝ/,The circuit was designed to handle a maximum current of 10 amperes to ensure safety.,,
5,barometer,/bɝˈɑmɪtɝ/,Barometer readings are a useful indicator of how weather might differ at higher elevations compared to sea level.,,
6,karat,/ˈkɛɹət/,"The jeweler confirmed that the necklace was made of 18 karat gold, which is 75% pure gold mixed with other metals for added strength.",,
7,perimeter,/pɝˈɪmətɝ/,The geometry student calculated the perimeter of the rectangular garden to determine how much fencing would be needed.,,
8,hypsometry,/hɪpsˈɑːmətɹi/,Hypsometry helps map mountains and valleys accurately.,,
9,hydrometry,/haɪdɹˈɑːmətɹi/,Hydrometry helps determine river flow rates for flood forecasting.,,
10,spectrometry,/spɛkˈtɹɑmətɹi/,Chemists use spectrometry to identify unknown compounds in samples.,,
11,voltmeter,/vˈoʊltmiːɾɚ/,A voltmeter indicated a low battery charge in the flashlight.,,
12,manometer,/mænˈɑːmɪɾɚ/,A manometer indicated low tire pressure in the car.,,
13,thermocouple,/ˈθɜːrmoʊˌkʌpəl/,The oven uses a thermocouple to regulate its temperature.,,
14,metrology,/mɛtɹˈɑːlədʒi/,Metrology laboratories test and certify measuring instruments.,,
15,calorimetry,/kˌæloːɹˈɪmətɹi/,Calorimetry measures the heat released or absorbed during a chemical reaction.,,
16,gravimetry,/ɡɹævˈɪmətɹi/,Scientists use gravimetry to study the movement of tectonic plates.,,
17,luminance unit,/lˈuːmɪnəns jˈuːnɪt/,The luminance unit measures the brightness of a television screen.,,
18,densitometry,/dˌɛnsɪtˈɑːmətɹi/,Densitometry revealed the concentration of pollutants in the river water.,,
