order,word,phonetic,example,note,definition_en
1,underwriter,/ˈʌndərˌraɪtər/,The underwriter visited clients to explain policy options.,,
2,stockbroker,/ˈstɑkˌbɹoʊkɝ/,"A stockbroker is a licensed professional who buys and sells stocks and other securities on behalf of clients, typically individuals or institutions.",,
3,resource person,/ɹɪsˈoːɹs pˈɜːsən/,A resource person is an expert who provides specialized knowledge and support to individuals or groups seeking information or guidance in a particular field.,,
4,actuary,/ˈæktʃuˈɛˌɹi/,An actuary is a professional who uses mathematical and statistical methods to assess risk and uncertainty in the insurance and finance industries.,,
5,chieftain,/ˈtʃiftən/,The chieftain addressed his people before the ceremony.,,
6,glazier,/ˈɡɫeɪziɝ/,"A glazier is a skilled tradesperson who specializes in the installation, repair, and replacement of glass in windows, doors, and other architectural features.",,
7,upholsterer,/ʌpˈoʊlstɚɹɚ/,"An upholsterer is a skilled craftsman who specializes in the repair, restoration, and fabrication of furniture upholstery, including chairs, sofas, and cushions.",,
8,rancher,/ˈɹæntʃɝ/,"A rancher is a person who owns or manages a large farm or ranch, typically for raising livestock such as cattle, sheep, or horses.",,
9,millwright,/mˈɪlɹaɪt/,"A millwright is a skilled tradesperson who specializes in the installation, maintenance, and repair of industrial machinery and equipment.",,
10,custodian,/kəˈstoʊdiən/,The school custodian polished the floors every morning.,,
11,ombudsman,/ˈɑmbədzmən/,"An ombudsman is an independent official appointed to investigate complaints and disputes between individuals and organizations, ensuring fair treatment and resolution.",,
12,seamstress,/ˈsimstɹɪs/,"A seamstress is a skilled craftsperson who specializes in sewing and garment construction, creating clothing, accessories, and textiles.",,
13,concierge,/ˌkɑnsiˈɛɹʒ/,The hotel concierge booked our city tour and theatre tickets.,,
14,steeplejack,/stˈiːplɪdʒˌæk/,"A steeplejack is a skilled tradesperson who specializes in working at heights, particularly on steeples, chimneys, and other tall structures.",,
15,Certified Public Accountant,/sˈɜːɾɪfˌaɪd pˈʌblɪk ɐkˈaʊntənt/,"John is a Certified Public Accountant working at a reputable accounting firm, where he specializes in auditing large corporations.",,
16,sinecure,/sˈaɪnkjʊɹ/,"Despite having little responsibility, the director's position at the company was considered a sinecure due to its generous salary and minimal workload.",,
17,obstetrician,/ˌɑbstəˈtɹɪʃən/,Pregnant women have regular check-ups with their obstetrician to address any concerns.,,
18,anesthesiologist,/ˌænəsˌθiziˈɑɫədʒəst/,The anesthesiologist ensured the patient was comfortable and pain-free before surgery.,,
19,oncologist,/ɑŋˈkɑɫədʒɪst/,A patient may meet with the oncologist to discuss the best treatment plan.,,
20,lexicographer,/ˌɫɛksɪˈkɑɡɹəfɝ/,Emily aspired to become a lexicographer and spent years studying linguistics and compiling dictionaries.,,
21,cartographer,/kɑːɹtˈɑːɡɹəfɚ/,"Sarah's dream job was to become a cartographer, so she pursued a degree in geography with a focus on map-making.",,
22,ornithologist,/ˌɔːɹnɪθˈɑːlədʒˌɪst/,The ornithologist spent years studying bird migrations.,,
23,entomologist,/ˌɛntəˈmɑɫədʒəst/,Many entomologists study the role of insects in pollination.,,
24,chiropractor,/ˈkaɪɹəˌpɹæktɝ/,Dr. Smith is a chiropractor who specializes in treating patients with spinal disorders and musculoskeletal conditions.,,
25,sociolinguist,/sˈoʊsɪˌoʊlɪŋɡwˌɪst/,The sociolinguist analyzed how accents change across different regions.,,
26,aerospace engineer,/ˈɛɹoʊspˌeɪs ˌɛndʒɪnˈɪɹ/,The aerospace engineer designs airplane wings for optimal performance.,,
27,epidemiologist,/ˌɛpəˌdiˌmiˈɑɫəˌdʒɪst/,"During a pandemic, epidemiologists play a key role in managing and preventing the spread of illness.",,
28,longshoreman,/lˈɑːŋʃoːɹmən/,The longshoreman worked tirelessly loading and unloading cargo ships at the bustling port.,,
29,pamphleteer,/ˌpæmfɫəˈtɪɹ/,"In the 18th century, Thomas Paine emerged as a prominent pamphleteer, advocating for American independence with works like ""Common Sense.""",,
30,mortician,/mɔɹˈtɪʃən/,"As a mortician, Sarah helps grieving families with funeral arrangements and ensures that deceased loved ones are prepared for burial or cremation with dignity and respect.",,
