order,word,phonetic,example,note,definition_en
1,vigil,/ˈvɪdʒəɫ/,They participated in the Easter vigil at midnight.,,
2,catechism,/ˈkætəˌkɪzəm/,The catechism taught us the basic beliefs of our religion.,,
3,Epiphany,/ɪˈpɪfəni/,"Christians celebrate Epiphany on January 6th, commemorating the visit of the Magi to the infant Jesus.",,
4,canon,/ˈkænən/,Shakespeare's plays are considered part of the literary canon in English literature.,,
5,hermitage,/ˈhɝmətədʒ/,The old stone hermitage nestled deep in the forest was the perfect place for solitude and meditation.,,
6,apostle,/əˈpɑsəɫ/,"Peter, also known as Simon Peter, was one of the apostles of Jesus and is often regarded as the leader among them.",,
7,sacrilege,/ˈsækɹəɫədʒ/,Vandalizing a place of worship is considered a sacrilege by many religious communities.,,
8,pantheon,/ˈpænθiˌɑn/,The Mayan civilization built impressive pantheons to honor their gods and ancestors.,,
9,hermit,/ˈhɝmət/,"The hermit lived deep in the forest, away from the distractions of the world, devoting himself to prayer and meditation.",,
10,consecration,/ˌkɑnsəˈkɹeɪʃən/,"In certain religious traditions, the consecration of a bishop is a sacred ritual that marks the individual's appointment to a holy office within the church.",,
11,pantheism,/pˈænθiːˌɪzəm/,Some proponents of pantheism find solace and a sense of awe in contemplating the vastness and complexity of the universe.,,
12,polytheism,/ˈpɑˌɫiθiɪzəm/,"Polytheism was a common religious belief in many ancient civilizations, such as ancient Greece, Rome, and Egypt, where various gods and goddesses were worshiped.",,
13,purgatory,/ˈpɝɡəˌtɔɹi/,"In Catholic theology, believers may undergo purification in purgatory to achieve holiness before entering heaven.",,
14,eschatology,/ˌɛʃɐtˈɑːlədʒi/,"Eschatology in Christianity delves into beliefs about the Second Coming of Christ, the Last Judgment, and the establishment of a new heaven and earth.",,
15,resurrection,/ˌɹɛzɝˈɛkʃən/,"Christians celebrate the resurrection of Jesus Christ on Easter Sunday, commemorating his victory over death and sin.",,
16,sanctity,/ˈsæŋktɪti/,The sanctity of the temple was preserved through rituals and ceremonies that emphasized its holiness.,,
17,commandment,/kəˈmændmənt/,"The Ten Commandments, given to Moses on Mount Sinai, include fundamental commandments like ""You shall not murder"" and ""You shall not steal.""",,
18,creationism,/kɹiˈeɪʃəˌnɪzəm/,"Creationism is a prominent perspective in some religious communities, influencing educational curricula and beliefs about human origins.",,
19,heresy,/ˈhɛɹəsi/,Galileo's support for heliocentrism was once considered heresy by the Church.,,
20,paganism,/ˈpeɪɡəˌnɪzəm/,"Ancient civilizations practiced paganism, venerating a diverse array of nature gods and goddesses.",,
21,predestination,/ˌpɹiˌdɛstəˈneɪʃən/,Calvin's teachings emphasized predestination as a key element of faith.,,
22,abbess,/ˈæbɛs/,"We elected Sister Margaret as our new abbess, recognizing her leadership qualities and dedication to the community.",,
23,abbot,/ˈæbət/,"Let us gather in the chapel to listen to the abbot's sermon, as his words always bring clarity and inspiration.",,
24,rosary,/ˈɹoʊzɝi/,"During prayer, the devout Catholic gently fingers each bead on the rosary, reciting specific prayers in a prescribed order.",,
25,providence,/ˈpɹɑvədəns/,"The religious community attributed their survival in difficult times to the providence of God, believing in divine protection.",,
26,sectarianism,/sɛkˈtɛɹiəˌnɪzəm/,"Sectarianism has been a persistent challenge in regions marked by religious diversity, leading to tensions and conflicts between different religious communities.",,
27,agnosticism,/æɡnˈɑːstɪsˌɪzəm/,Agnosticism is marked by a humble acknowledgment that the existence of God or spiritual truths is uncertain and beyond definitive human understanding.,,
28,theosophy,/θiːəsˈɑːfi/,"Theosophy proposes a holistic understanding of spirituality, drawing inspiration from various religious and mystical traditions.",,
