order,word,phonetic,example,note,definition_en
1,to blanch,/ˈbɫæntʃ/,"Before freezing the vegetables, she decided to blanch them to preserve their vibrant color and nutrients.",,
2,to scald,/ˈskɔɫd/,The chef scalded the milk on the stovetop before incorporating it into the custard mixture.,,
3,to deglaze,/dɪɡlˈeɪz/,"After searing the steak, the chef used red wine to deglaze the pan, creating a flavorful sauce.",,
4,to aerate,/ɛɹˈeɪt/,The gardener aerated the lawn to improve drainage.,,
5,to dredge,/ˈdɹɛdʒ/,The chef instructed the kitchen staff to dredge the chicken breasts in seasoned flour before frying.,,
6,to knead,/ˈnid/,The baker had to knead the bread dough to develop its elasticity.,,
7,to chargrill,/tʃˈɑːɹɡɹɪl/,"The chef chargrilled the steak to perfection, giving it a delicious smoky flavor.",,
8,to parboil,/ˈpɑɹˌbɔɪɫ/,The recipe instructed me to parboil the potatoes before roasting them in the oven.,,
9,to saute,/sɔˈteɪ/,Saute the onions and garlic in olive oil until they are soft and fragrant.,,
10,to broil,/ˈbɹɔɪɫ/,Broil the salmon fillets in the oven until they are golden and crispy on top.,,
11,to filet,/fɪˈɫeɪ/,"The chef expertly filleted the salmon, ensuring the removal of bones and skin for a pristine presentation.",,
12,to braise,/ˈbɹeɪz/,Braise the beef in a covered pot with red wine and broth until it's tender.,,
13,to bloom,/ˈbɫum/,"Before adding gelatin to the dessert recipe, the chef let it bloom in cold water to ensure proper hydration.",,
14,to charboil,/tʃɑːɹbɔɪl/,"The chef charbroiled the burgers to perfection, giving them a delicious smoky flavor.",,
15,to nuke,/ˈnuk/,"In a rush, he decided to nuke a frozen dinner in the microwave for a quick meal.",,
16,to pop,/pɑp/,"She popped the corn kernels in a hot pan with a bit of oil, creating a bowl of fluffy popcorn.",,
17,to spatchcock,/spˈætʃkɑːk/,He watched a tutorial on how to spatchcock game birds.,,
18,to zap,/ˈzæp/,"Before serving the pizza slices, I'll zap them in the microwave to make them warm and delicious.",,
19,to baste,/ˈbeɪst/,I'm basting the turkey with butter every 15 minutes as it roasts in the oven.,,
20,confit,/kənfˈɪt/,Confit is a classic French technique for preserving and cooking meat.,,
21,broiling,/ˈbɹɔɪɫɪŋ/,"The chef used the broiling method to quickly cook the steak, resulting in a deliciously seared exterior.",,
