order,word,phonetic,example,note,definition_en
1,biopsy,/ˈbaɪɑpsi/,The doctor recommended a biopsy to determine whether the lump was cancerous.,,
2,catheter,/ˈkæθətɝ/,The doctor inserted a catheter to drain urine from the patient's bladder.,,
3,suture,/ˈsutʃɝ/,The doctor closed the cut with a suture.,,
4,ointment,/ˈɔɪntmənt/,The doctor prescribed an antibiotic ointment to apply to the wound to prevent infection.,,
5,draft,/ˈdɹæft/,The doctor prescribed a draft of cough syrup to alleviate the patient's symptoms.,,
6,lozenge,/ˈɫɔzəndʒ/,The doctor prescribed menthol lozenges for her sore throat.,,
7,prophylactic,"/ˌpɹɑfɪˈɫæktɪk/, /ˌpɹoʊfɪˈɫæktɪk/",The vaccine acts as a prophylactic against the virus.,,
8,hypnotic,/hɪpˈnɑtɪk/,The doctor prescribed a hypnotic to the patient experiencing chronic insomnia to improve sleep quality.,,
9,decongestant,"/dikənˈdʒɛstənt/, /dɪkənˈdʒɛstənt/",The pharmacist recommended taking a decongestant to relieve nasal congestion caused by allergies.,,
10,anticoagulant,/ˌæntɪkoʊˈæɡjʊlənt/,The cardiologist prescribed an anticoagulant to the patient with a history of atrial fibrillation to reduce the risk of blood clots.,,
11,analgesic,/ˌænəɫˈdʒisɪk/,"After the dental procedure, the patient took an analgesic to manage postoperative tooth pain.",,
12,homeopathy,/ˌhoʊmioʊˈpæθi/,Homeopathy is becoming increasingly popular as more people look for natural alternatives to conventional drugs.,,
13,antidote,"/ˈænɪˌdoʊt/, /ˈæntɪˌdoʊt/",The doctor administered the antidote to counteract the effects of the venomous snake bite.,,
14,stethoscope,/ˈstɛθəˌskoʊp/,The doctor used a stethoscope to listen to the patient's heartbeat and lung sounds during the physical examination.,,
15,antiviral,/ˌæntiˈvaɪɹəɫ/,The doctor prescribed an antiviral to treat the patient's influenza infection.,,
16,prognosis,/pɹɑɡˈnoʊsəs/,The doctor provided a favorable prognosis for the patient's recovery from pneumonia with prompt treatment.,,
17,antipyretic,/ˌæntɪpaɪɹˈɛɾɪk/,Children's ibuprofen is an effective antipyretic for managing fevers in kids.,,
18,pathogenesis,/ˌpæθəˈdʒɛnəsɪs/,The pathogenesis of cancer involves abnormal cell growth and spread.,,
19,neoplasia,/nˌiːoʊplˈeɪʒə/,Neoplasia is the medical term for the formation of tumors.,,
20,metastasis,/məˈtæstəsɪs/,Metastasis occurs when cancer cells travel through the body.,,
21,speculum,/spˈɛkjʊləm/,"During the pelvic exam, the gynecologist gently inserted a speculum into the vagina to visualize the cervix and vaginal walls.",,
22,amylase test,/ˈæmɪlˌeɪs tˈɛst/,The doctor ordered an amylase test to assess pancreatic function in a patient with suspected pancreatitis.,,
23,bronchodilator,/ˌbrɑŋkoʊˈdaɪˌleɪtər/,The doctor prescribed a bronchodilator to relieve the patient's asthma symptoms.,,
24,thrombolysis,"/θɹɑmˈbɑɫɪsɪs/, /θɹɑmˈboʊɫɪsɪs/",Thrombolysis is often used to treat acute ischemic stroke.,,
25,arthroscopy,/ɑːɹθɹˈɑːskəpi/,Arthroscopy is commonly used to diagnose and treat knee injuries.,,
26,bronchoscopy,/bɹənkˈɑːskəpi/,The pulmonologist recommended a bronchoscopy to investigate the cause of the patient's persistent cough and shortness of breath.,,
