order,word,phonetic,example,note,definition_en
1,convex,"/ˈkɑnˌvɛks/, /kənˈvɛks/",The convex mirror in the hallway made the space appear larger than it actually was.,,
2,hexagonal,/hɛkˈsæɡənəɫ/,"The honeycomb displayed a hexagonal arrangement of cells, efficiently utilizing space in the beehive.",,
3,concave,"/ˈkɑnkeɪv/, /kɑnˈkeɪv/","The concave mirror focused the light into a single point, making it perfect for starting a fire.",,
4,trapezoidal,/tɹˈæpɪzˌɔɪdəl/,"The school auditorium had trapezoidal seating arrangements, optimizing sightlines for a better view of the stage.",,
5,curvilinear,/ˌkɝvəˈlɪniɚ/,The curvilinear shape of the modern sculpture in the park contrasted sharply with the surrounding geometric structures.,,
6,polygonal,/pəˈɫɪɡənəɫ/,The computer graphics program allowed users to create polygonal shapes for various design purposes.,,
7,annular,/ˈænjəɫɝ/,"The ornate mirror had an annular frame, adding a touch of elegance to the room.",,
8,ellipsoidal,/ɪlˈɪpsɔɪdəl/,"The gemstone had an ellipsoidal cut, enhancing its brilliance with a unique oval shape.",,
9,parabolic,/ˌpɛɹəˈbɑɫɪk/,"The satellite dish is parabolic, designed to focus signals at a single point.",,
10,octagonal,/ɑkˈtæɡənəɫ/,"The table in the conference room had an octagonal surface, providing ample space for discussions.",,
11,tetrahedral,/tˌɛtɹɐhˈiːdɹəl/,"The chemist explained that a methane molecule has a tetrahedral geometry, with the carbon atom at the center.",,
12,pentagonal,/pɛntˈæɡənəl/,"The decorative tiles on the patio had a pentagonal pattern, creating an interesting geometric design.",,
13,cone-shaped,/kˈoʊnʃˈeɪpt/,"The birthday hat was cone-shaped, adorned with colorful patterns for a festive look.",,
14,coiled,/ˈkɔɪɫd/,"The gymnast executed a perfect flip, displaying a coiled form in mid-air before landing gracefully.",,
15,tubular,/ˈtubjəɫɝ/,The exhaust system of the car included tubular components for efficient gas flow.,,
16,pyramidal,/pɝˈæmədəɫ/,"The ancient Mayan temple had a pyramidal structure, showcasing architectural precision.",,
17,toroidal,/tˈoːɹɔɪdəl/,"The toroidal doughnut was freshly baked and glazed, tempting everyone with its sweet aroma.",,
18,bulbous,/ˈbəɫbəs/,The plant's bulbous roots stored nutrients through the dry season.,,
19,oblong,/ˈɑbɫɔŋ/,The rug in the living room was an attractive oblong with intricate patterns.,,
