order,word,phonetic,example,note,definition_en
1,cold case,/kˈoʊld kˈeɪs/,"The detective was assigned to the cold case unit, focusing on unsolved crimes that had gone inactive for years.",,
2,vigilante,/ˌvɪdʒəˈɫænti/,"In the absence of effective law enforcement, some residents formed a vigilante group to combat rising crime in their neighborhood.",,
3,felony,/ˈfɛɫəni/,Tax evasion is a felony offense that can lead to substantial fines and imprisonment if convicted.,,
4,misdemeanor,/ˌmɪsdəˈminɝ/,She was charged with a misdemeanor for trespassing on private property.,,
5,embezzlement,/ɛmˈbɛzəɫmənt/,The accountant was found guilty of embezzlement after diverting company funds into personal accounts for several years.,,
6,extortion,/ɛkˈstɔɹʃən/,The gang was arrested for extortion after threatening local shopkeepers.,,
7,mobster,/ˈmɑbstɝ/,"The police conducted a raid on a known mobster's hideout, resulting in several arrests.",,
8,battery,/ˈbætəri/,The suspect was arrested and charged with battery for physically assaulting a bystander during the altercation.,,
9,delinquency,/dɪˈɫɪŋkwənsi/,"Juvenile delinquency refers to illegal or antisocial behavior by minors, often leading to intervention by the juvenile justice system.",,
10,recidivism,/ɹəˈsɪdɪˌvɪzəm/,The high rate of recidivism among certain offenders prompted a reevaluation of rehabilitation strategies.,,
11,libel,/ˈɫaɪbəɫ/,The celebrity sued the tabloid for libel after it published false and damaging statements about her personal life.,,
12,gangland,/ɡˈæŋɡlənd/,Law enforcement increased patrols in the gangland areas to address rising crime rates.,,
13,to despoil,/dɪspˈɔɪl/,The invading army despoiled the village of all its treasures.,,
14,to forge,/fɔrʤ/,He tried to forge the artist's signature on the painting to sell it at a higher price.,,
15,to loot,/ˈɫut/,The company discovered that a competitor had looted their proprietary software code and was selling a similar product under a different name.,,
16,to collude,/kəˈɫud/,The two companies were found to have colluded to inflate prices and eliminate competition in the market.,,
17,to poach,/ˈpoʊtʃ/,The authorities apprehended a group of individuals who were attempting to poach endangered species in the wildlife sanctuary.,,
18,to pilfer,/ˈpɪɫfɝ/,The pickpocket skillfully pilfered wallets from unsuspecting commuters in the crowded subway.,,
19,to appropriate,"/əˈpɹoʊpɹiˌeɪt/, /əˈpɹoʊpɹiət/",The employee was fired for appropriating company funds for personal expenses.,,
20,to con,/ˈkɑn/,The scammer conned elderly individuals into giving them their life savings by posing as a bank representative over the phone.,,
21,to counterfeit,/ˈkaʊntɝˌfɪt/,He was caught trying to counterfeit the signatures on the documents.,,
22,to incriminate,/ˌɪnˈkɹɪməˌneɪt/,"The witness hesitated to testify, fearing that any statement might inadvertently incriminate them in the ongoing investigation.",,
23,to perpetrate,/ˈpɝpəˌtɹeɪt/,The investigation revealed a network of individuals who conspired to perpetrate fraud against the company.,,
24,to extort,/ɛkˈstɔɹt/,"Mobsters were known to extort ""protection money"" from shop owners by threatening violence if they didn't pay up.",,
25,to trespass,"/ˈtɹɛsˌpæs/, /ˈtɹɛspəs/","Despite the warning signs, he chose to trespass onto the private property, ignoring the owner's rights.",,
26,to carjack,/ˈkɑɹˌdʒæk/,"In a daring act of crime, the thieves attempted to carjack a luxury sedan at gunpoint in broad daylight.",,
27,to bootleg,/ˈbutˌleɡ/,He was arrested for bootlegging illegal substances.,,
28,to swindle,/ˈswɪndəɫ/,The con artist swindled unsuspecting investors out of millions of dollars by promising high returns on fake investments.,,
