order,word,phonetic,example,note,definition_en
1,to careen,/kɝˈin/,"The car careened around the corner, narrowly missing the guardrail.",,
2,to skid,/ˈskɪd/,The car began to skid on the icy road.,,
3,to wobble,/ˈwɑbəɫ/,"The toddler wobbled as he took his first steps, trying to maintain balance.",,
4,to meander,/miˈændɝ/,"The river meanders through the picturesque countryside, creating a serene and scenic landscape.",,
5,to trot,/ˈtɹɑt/,"Trying to catch the bus, she trotted down the street, hoping to make it to the stop in time.",,
6,to stomp,/ˈstɑmp/,"The toddler gleefully stomped in the puddles after the rain, splashing water everywhere.",,
7,to scuttle,/ˈskətəɫ/,"The spy scuttled through the dimly lit alley, trying to avoid detection.",,
8,to cartwheel,/ˈkɑɹtˌwiɫ/,"The gymnast effortlessly cartwheeled across the mat, showcasing her agility and grace.",,
9,to wriggle,/ˈɹɪɡəɫ/,The playful puppy wriggled with excitement as its owner approached with a treat.,,
10,to somersault,/ˈsəmɝˌsɔɫt/,"The gymnast somersaulted gracefully across the mat, showcasing her agility and skill.",,
11,to flit,/ˈfɫɪt/,Butterflies flit gracefully from flower to flower in the garden.,,
12,to jig,/ˈdʒɪɡ/,"The group of friends decided to jig around the bonfire, adding a festive atmosphere to the celebration.",,
13,to dart,/ˈdɑɹt/,"Startled by the sudden noise, the cat darted across the room and hid under the furniture.",,
14,to haul,/ˈhɔɫ/,The workers hauled the large crates across the warehouse floor to the loading dock.,,
15,to slither,/ˈsɫɪðɝ/,The snake silently slithered through the grass.,,
16,to revolve,/ɹiˈvɑɫv/,"The Earth revolves around the sun, completing one orbit every 365.25 days.",,
17,to clamber,/ˈkɫæmbɝ/,The cat tried to clamber onto the high shelf to reach its favorite perch.,,
18,to flop,/ˈfɫɑp/,The fish flopped around on the deck of the boat after being caught.,,
19,to bolt,/ˈboʊɫt/,"Startled by the loud noise, the deer bolted into the nearby woods.",,
20,to plop,/ˈpɫɑp/,"The raindrops began to plop on the leaves, creating a soothing rhythm in the forest.",,
21,to zip,/ˈzɪp/,"The athlete effortlessly zipped through the obstacle course, showcasing remarkable agility.",,
22,to whisk,"/ˈhwɪsk/, /ˈwɪsk/","The ballerina gracefully whisked across the stage, capturing the audience's attention.",,
23,to streak,/ˈstɹik/,"With a burst of speed, the athlete streaked past the finish line, securing the victory.",,
24,to waddle,/ˈwɑdəɫ/,"The penguin waddled across the ice, its flippers outstretched for balance.",,
