order,word,phonetic,example,note,definition_en
1,curling,/ˈkɝɫɪŋ/,"The curling rink was filled with excitement as teams competed in the annual tournament, strategizing and sweeping to guide their stones to victory.",,
2,lacrosse,/ɫəˈkɹɔs/,"The lacrosse team practiced diligently, honing their passing, catching, and shooting skills in preparation for the upcoming tournament.",,
3,CrossFit,/kɹˈɔs fˈɪt/,"She joined a CrossFit gym to challenge herself and improve her overall fitness level, pushing through intense workouts that combined strength training and conditioning.",,
4,floorball,/flˈoːɹbɔːl/,The floorball team practiced passing drills and shooting exercises to improve their skills and coordination on the court.,,
5,tetherball,/tˈɛðɚbˌɔːl/,"The children at the playground took turns playing tetherball, swatting the ball around the pole in an attempt to wrap the rope fully around it.",,
6,seed,/siːd/,"As the top seed in the tennis tournament, he was favored to win the championship title.",,
7,decathlon,/diˈkæθɫɔn/,"He trained tirelessly for the decathlon, preparing for the grueling schedule of events that included sprinting, jumping, throwing, and endurance races.",,
8,titlist,/tˈaɪtlɪst/,"The tennis titlist successfully defended his championship title, defeating his opponent in a thrilling five-set match.",,
9,contender,/kənˈtɛndɝ/,The boxer emerged as a strong contender for the championship title after a series of impressive victories in the ring.,,
10,rookie,/ˈɹʊki/,"The rookie quarterback impressed coaches and fans alike with his poise and skill on the football field, showing great promise for the season ahead.",,
11,playoff,/ˈpɫeɪˌɔf/,"The basketball playoffs were an intense series of games, with the top teams competing for a spot in the championship finals.",,
12,grandstand finish,/ɡɹˈændstænd fˈɪnɪʃ/,"The marathon came to a grandstand finish as the two lead runners sprinted neck and neck towards the finish line, with the eventual winner crossing by a mere fraction of a second.",,
13,most valuable player,/mˈoʊst vˈæljuːəbəl plˈeɪɚ/,"He was awarded the Most Valuable Player trophy after leading his team to victory in the championship game, with his exceptional performance on the field making him stand out among his peers.",,
14,grand slam,/ɡɹˈænd slˈæm/,He won the tennis grand slam by claiming all four major tournaments in a single year.,,
15,Grand Prix,/ɡɹˈænd pɹˈiː/,"The Monaco Grand Prix is one of the most iconic events in Formula One, known for its challenging street circuit and glamorous atmosphere.",,
16,welterweight,/ˈwɛɫtɝˌweɪt/,The boxer moved up to welterweight after dominating the lightweight division.,,
17,gridiron,/ˈɡɹɪˌdaɪɝn/,"The players lined up on the gridiron, ready for the kickoff to start the football game.",,
18,pennant,/ˈpɛnənt/,The baseball team proudly raised the pennant after winning the league.,,
19,rappel,/ɹæpˈɛl/,"The mountaineering course included a rappel, where participants practiced descending a steep cliff using ropes and harnesses.",,
20,slapshot,/slˈæpʃɑːt/,The player scored a goal with a powerful slapshot from the blue line.,,
21,smash,/smæʃ/,The tennis player won the point with a powerful smash down the line.,,
22,birdie,/ˈbɝdi/,He sank a birdie putt from six feet away.,,
23,drop shot,/dɹˈɑːp ʃˈɑːt/,She surprised her opponent with a perfectly executed drop shot.,,
24,double fault,/dˈʌbəl fˈɑːlt/,She lost the game after committing a double fault on match point.,,
25,fumble,/ˈfəmbəɫ/,His fumble in the final seconds of the game cost his team the championship.,,
26,steeplechase,/ˈstipəɫˌtʃeɪs/,She specializes in the 3000 m steeplechase event.,,
27,regatta,/ɹɪˈɡɑtə/,"The annual regatta drew competitors from around the world, all eager to showcase their sailing skills in the prestigious event.",,
28,to dope,/ˈdoʊp/,The cyclist was banned for attempting to dope before the race.,,
