order,word,phonetic,example,note,definition_en
1,backlot,/bˈæklɑːt/,The bustling backlot of the film studio buzzed with activity as crews prepared elaborate sets for the next blockbuster production.,,
2,interlude,/ˈɪntɝˌɫud/,"During the interlude, the stage was rearranged for the second act.",,
3,fourth wall,/fˈoːɹθ wˈɔːl/,"Breaking the fourth wall, the character addressed the audience directly, inviting them into the inner workings of the play and blurring the line between fiction and reality.",,
4,ad lib,/ˈæd lˈɪb/,"The actor's quick wit saved the scene when he forgot his line, delivering a perfectly timed ad lib that had the audience roaring with laughter.",,
5,green room,/ɡɹˈiːn ɹˈuːm/,"The actors gathered in the green room before the show, going over their lines one last time and sharing words of encouragement.",,
6,cameo,/ˈkæmiˌoʊ/,"The audience was delighted when the famous actor made a surprise cameo in the latest superhero movie, appearing briefly as a witty bartender.",,
7,outtake,"/ˈaʊˌteɪk/, /ˈaʊtˌteɪk/","The DVD's special features included hilarious outtakes, showing the cast breaking character and laughing during filming.",,
8,storyboarding,/stˈoːɹɪbˌoːɹdɪŋ/,"Before filming began, the director and the team spent weeks storyboarding each scene to ensure a clear visual plan for the movie.",,
9,rough cut,/ɹˈʌf kˈʌt/,"The director reviewed the rough cut of the film, making notes on which scenes needed trimming and where additional shots might be required.",,
10,curtain call,/kˈɜːtən kˈɔːl/,"As the final notes of the musical faded away, the audience erupted into applause, signaling the start of the eagerly anticipated curtain call.",,
11,read-through,/ɹˈiːdθɹˈuː/,"The cast gathered around a table for the read-through, eagerly flipping through their scripts and preparing to bring their characters to life.",,
12,scene-shifting,/sˈiːnʃˈɪftɪŋ/,"Scene-shifting during the play was seamless, thanks to the efficient stage crew who worked swiftly to rearrange props and scenery between acts.",,
13,set piece,/sˈɛt pˈiːs/,"The grand ballroom set piece towered over the stage, adorned with crystal chandeliers and opulent furnishings, transporting the audience to a lavish 19th-century soiree.",,
14,spoof,/ˈspuf/,"The movie ""Scary Movie"" is a spoof of the horror genre, cleverly mocking popular horror films like ""Scream"" and ""I Know What You Did Last Summer.""",,
15,weepy,/ˈwipi/,"The movie ""The Notebook"" is a classic weepy that tells the heart-wrenching love story of Noah and Allie, leaving audiences reaching for tissues.",,
16,vaudeville,/ˈvɑdvɪɫ/,"The vaudeville show opened with a lively musical number, followed by a series of comedy skits performed by a troupe of traveling actors.",,
17,film noir,/fˈɪlm nwˈɑːɹ/,"""Double Indemnity"" is a classic film noir that follows an insurance salesman who becomes involved in a murder plot with a femme fatale, leading to betrayal and deception.",,
18,Bouffon,/bˈuːfən/,"The bouffon performers delighted the audience with their grotesque and exaggerated antics, satirizing society's absurdities.",,
19,mise-en-scene,/mɪsˈiːˈɛnsˈiːn/,A minimalist mise-en-scène highlighted the emotional intensity of the characters.,,
20,proscenium,/pɹəsˈiːniəm/,The ornate proscenium framed the grand opera stage.,,
21,foley,/fˈoʊli/,"The foley artist meticulously recreated the sound effects for the film, using everyday objects to simulate footsteps, doors creaking, and other ambient noises.",,
22,dramaturgy,/ˈdɹɑmətɝdʒi/,The course on dramaturgy explored various aspects of playwriting and staging.,,
23,epilogue,/ˈɛpəˌɫɔɡ/,The actor delivered a humorous epilogue to lighten the mood after the tragedy.,,
24,troupe,/ˈtɹup/,The theater troupe rehearsed tirelessly for their upcoming performance.,,
25,auteur,/ɔːtˈʊɹ/,"The director is considered an auteur, as their distinctive style and creative vision are evident across all of their films.",,
26,cinema verite,/sɪnˈeɪmə vˌeɪɹɪtˈeɪ/,"Cinéma vérité documentaries often blur the line between observer and participant, allowing viewers to experience events from the perspective of those involved, free from narration or commentary.",,
27,neo-noir,/nˈiːoʊnwˈɑːɹ/,Neo-noir films pay homage to the classic film noir style while incorporating contemporary themes and visual elements.,,
28,soliloquy,/səˈɫɪɫəkwi/,"The actor delivered the soliloquy with intensity, allowing the audience to glimpse the character's innermost thoughts and emotions.",,
29,aside,/əˈsaɪd/,The villain delivered an aside that hinted at his next sinister move.,,
30,cliffhanger,/ˈkɫɪfˌhæŋɝ/,"The season finale ended on a thrilling cliffhanger, leaving viewers on the edge of their seats and eagerly anticipating the next episode.",,
31,anachronism,/əˈnækɹəˌnɪzəm/,The speech referenced events that hadn't yet occurred—an unintentional anachronism.,,
