order,word,phonetic,example,note,definition_en
1,text to speech,/tˈiː tˈiː ˈɛs/,The text to speech feature on my phone allows me to listen to articles and messages while I'm driving.,,
2,plug and play,/plˈʌɡ ænd plˈeɪ/,"The new printer is plug and play, so you can set it up in minutes without needing any additional software.",,
3,dongle,/dˈɑːŋɡəl/,The USB dongle plugged into the laptop enables wireless internet connectivity.,,
4,palmtop,/pˈɑːmtɑːp/,"The palmtop computer fits easily in the palm of your hand, making it convenient for on-the-go computing.",,
5,encryption,/ɛnˈkɹɪpʃən/,The email was sent with end-to-end encryption to safeguard its contents during transmission.,,
6,algorithm,/ˈæɫɡɝˌɪðəm/,The search engine uses complex algorithms to rank web pages based on relevance and authority.,,
7,toggle button,/tˈɑːɡəl bˈʌʔn̩/,The app's toggle button swiftly switches between light and dark modes.,,
8,bootstrap,/ˈbutˌstɹæp/,Bootstrap is a popular front-end framework for developing responsive and mobile-first websites.,,
9,latency,/ˈɫeɪtənsi/,The hard drive has a latency of 8 milliseconds per read.,,
10,interoperability,/ˌɪntɚɹˌɑːpɚɹəbˈɪlɪɾi/,The new software update improves interoperability between devices.,,
11,application programming interface,/ɐ pˈiː ˈaɪ/,"Developers use the Twitter API to integrate Twitter functionality into their applications, such as displaying tweets or posting updates.",,
12,bandwidth,/ˈbændwɪdθ/,"In networking, bandwidth refers to the maximum data transfer rate of a network connection, measured in bits per second (bps).",,
13,local area network,/lˈoʊkəl ˈɛɹiə nˈɛtwɜːk/,"A local area network (LAN) is a network that connects computers and devices within a limited geographical area, such as a home, office, or school.",,
14,host,/hoʊst/,"The web server acts as a host, serving website content to users who access it.",,
15,courseware,/kˈoːɹsjuːˌɛɹ/,"Courseware refers to educational materials, software, or online platforms used for teaching and learning in academic institutions.",,
16,trojan horse,/tɹˈoʊdʒən hˈɔːɹs/,The trojan horse disguised itself as a harmless email attachment.,,
17,to configure,/kənˈfɪɡjɝ/,"Before using the new printer, you need to configure it by installing the necessary drivers and adjusting settings.",,
18,to ping,/ˈpɪŋ/,You can ping a website to check if it is reachable and measure the round-trip time (RTT) for data packets to travel to and from the server.,,
19,augmented reality,/ɔːɡmˈɛntᵻd ɹɪˈælɪɾi/,"Augmented reality (AR) technology overlays digital information, such as images, videos, or 3D models, onto the real world through a device like a smartphone or AR glasses.",,
20,to automate,/ˈɔtəˌmeɪt/,"In manufacturing, companies automate assembly lines to increase production speed and accuracy.",,
21,back end,/bˈæk ˈɛnd/,"The back end of a website comprises the server, database, and application logic that work together to process and store data submitted by users.",,
22,front end,/fɹˈʌnt ˈɛnd/,"The front end of a computer typically refers to the user interface, including the monitor, keyboard, mouse, and other input devices.",,
23,cracker,/ˈkɹækɝ/,Security experts work tirelessly to defend computer systems against crackers attempting unauthorized access.,,
