order,word,phonetic,example,note,definition_en
1,to beseech,/biˈsitʃ/,"I beseech you, please reconsider your decision and grant me another chance.",,
2,to impetrate,/ɪmpˈɛtɹeɪt/,The villagers gathered at the temple to impetrate the gods for rain during the severe drought.,,
3,to supplicate,/sˈʌplᵻkˌeɪt/,She supplicated for guidance before making her decision.,,
4,to query,/ˈkwiɹi/,The customer queried the salesperson about the warranty details before making a purchase.,,
5,to implore,/ˌɪmˈpɫɔɹ/,"She implored her parents to let her attend the concert, promising to finish her chores.",,
6,to catechize,/kˈæɾɪtʃˌaɪz/,"During the interview, the panel will catechize the candidates to evaluate their problem-solving skills.",,
7,to retort,/ˈɹiˌtɔɹt/,"When teased about her cooking skills, she retorted, ""Well, at least my food won't cause a kitchen evacuation!""",,
8,to grill,/ˈɡɹɪɫ/,"During the job interview, the hiring manager grilled the candidate about their previous work experience and problem-solving skills.",,
9,to rejoin,/ɹiˈdʒɔɪn/,"After being criticized for his proposal, he rejoined sharply, ""Well, I'd like to see you come up with a better idea!""",,
10,to pester,/ˈpɛstɝ/,The children continued to pester their parents for a new toy.,,
11,to importune,/ˌɪmpoːɹtˈuːn/,"Fans would often importune the celebrity for autographs, even during her private outings.",,
12,to interpellate,/ˌɪntɚpˈɛleɪt/,The lawyer interpellated the witness about what they saw.,,
13,to field,/fild/,The teacher fielded questions from students.,,
