order,word,phonetic,example,note,definition_en
1,to remonstrate,/ɹˈɛmənstɹˌeɪt/,The employees gathered to remonstrate against the sudden changes in their work hours.,,
2,to grouch,/ˈɡɹaʊtʃ/,"Despite the beautiful weather, John continued to grouch about having to work on a Saturday.",,
3,to kvetch,/ˈkvɛtʃ/,"She tends to kvetch about the weather, no matter what it's like.",,
4,to carp,/ˈkɑɹp/,Jane was always carping about her coworkers' minor mistakes in the past.,,
5,to quibble,/ˈkwɪbəɫ/,"Instead of focusing on the main issue, he chose to quibble over minor details.",,
6,to castigate,/ˈkæstəˌɡeɪt/,The manager castigated the employee for consistently failing to meet deadlines.,,
7,to nitpick,/ˈnɪtpɪk/,She tends to nitpick about grammar errors in written documents.,,
8,to berate,/bɪˈɹeɪt/,The manager berated the employee for the repeated mistakes in the project report.,,
9,to rail,/ˈɹeɪɫ/,"Despite the improvements, the customer continued to rail about the service quality.",,
10,to chastise,/tʃæˈstaɪz/,The teacher chastised the student for disrupting the class with loud behavior.,,
11,to upbraid,/ˈəpˌbɹeɪd/,The teacher upbraided the student for cheating on the exam.,,
12,to rant,/ˈɹænt/,"The customer began to rant about the poor service, expressing frustration with the long wait and unhelpful staff.",,
13,to cavil,/kˈævəl/,"Despite the delicious dinner, she couldn't help but cavil about the tablecloth not matching the décor.",,
14,to demur,/dɪˈmɝ/,"When asked to work overtime, Sarah demurred, citing family commitments.",,
15,to whinge,/wˈɪndʒ/,"Despite the pleasant weather, Mark continued to whinge about the lack of shade at the picnic.",,
16,to bleat,/blˈiːt/,Sarah couldn't help but bleat about the workload during the busy season at work.,,
17,to beef,/bif/,Sarah likes to beef about her workload but rarely takes on extra responsibilities.,,
18,to fulminate,/ˈfʊɫməˌneɪt/,"The journalist fulminated against the government's handling of the crisis, accusing officials of incompetence.",,
19,to [find] fault with {sb/sth},/fˈaɪnd fˈɑːlt wɪð ˌɛsbˈiː slˈæʃ ˌɛstˌiːˈeɪtʃ/,"Instead of appreciating the effort her coworker put into the project, Jane constantly finds fault with the way he organized the data.",,
20,to grouse,/ˈɡɹaʊs/,"Despite the improvements, employees continued to grouse about the working conditions.",,
21,to chide,/ˈtʃaɪd/,The teacher chided the student for talking loudly during the exam.,,
