order,word,phonetic,example,note,definition_en
1,buoyant,/ˈbɔɪənt/,She remained buoyant despite the stressful day at work.,,
2,beaming,/ˈbimɪŋ/,She had a beaming smile on her face as she walked down the aisle.,,
3,upheat,/ʌphˈiːt/,"Her upheat personality made her a favorite among her coworkers, always bringing positivity to the office.",,
4,bubbly,"/ˈbəbəɫi/, /ˈbəbɫi/",Her bubbly personality brought a burst of energy to the dull office environment.,,
5,elated,"/ɪˈɫeɪtəd/, /ɪˈɫeɪtɪd/",She was elated to receive the news of her promotion at work.,,
6,blissful,/ˈbɫɪsfəɫ/,"After a long day of relaxation, she felt blissful lying in a hammock, watching the sunset.",,
7,jubilant,/ˈdʒubəɫənt/,"The children were jubilant on the last day of school, shouting and laughing with delight.",,
8,jovial,/ˈdʒoʊviəɫ/,His jovial nature and infectious laughter made him the life of every party.,,
9,fidgety,/fˈɪdʒɪɾi/,"The fidgety child couldn't sit still during the long car ride, constantly shifting in his seat.",,
10,jittery,/ˈdʒɪtɝi/,The jittery feeling before a big presentation often accompanies increased heart rate and sweaty palms.,,
11,forlorn,/fɝˈɫɔɹn/,"The abandoned puppy looked forlorn, waiting by the roadside for its owner to return.",,
12,drained,/ˈdɹeɪnd/,"After the marathon, she felt completely drained, both physically and mentally.",,
13,disgruntled,"/dɪsˈɡɹənəɫd/, /dɪsˈɡɹəntəɫd/",The disgruntled employee expressed frustration with the company's new policies during the meeting.,,
14,exasperated,/ɪɡˈzæspɝˌeɪtɪd/,She let out an exasperated sigh when she realized she had forgotten her keys again.,,
15,peeved,/ˈpivd/,She was peeved when her co-worker took credit for her idea during the meeting.,,
16,dismayed,/dɪsˈmeɪd/,Dismayed tourists faced disrupted vacation plans due to a sudden airline strike.,,
17,lackadaisical,/ˌɫækəˈdeɪzɪkəɫ/,He gave a lackadaisical wave as he walked past.,,
18,despondent,/dɪˈspɑndənt/,The failure of his business left him feeling despondent and unsure about the future.,,
19,disheartened,/dɪsˈhɑɹtənd/,The repeated setbacks in his career left him feeling disheartened and uncertain about his future.,,
20,dejected,/dɪˈdʒɛktɪd/,His dejected expression revealed the disappointment of not getting the promotion.,,
21,downcast,/ˈdaʊnˌkæst/,"She walked with downcast eyes, lost in her thoughts of sorrow.",,
22,crestfallen,/ˈkɹɛstˌfɔɫən/,He looked crestfallen when he realized he had missed the deadline for submitting his application.,,
23,exuberant,/ɪɡˈzubɝənt/,The children's exuberant laughter echoed throughout the park as they played.,,
24,on cloud nine,/ˌɑːn klˈaʊd nˈaɪn/,"After winning the championship, she was on cloud nine.",,
