order,word,phonetic,example,note,definition_en
1,to ordain,/ɔɹˈdeɪn/,The religious leader ordained a day of fasting and prayer for the community.,,
2,to enjoin,"/ˌɛnˈdʒɔɪn/, /ɪnˈdʒɔɪn/",The judge enjoined the defendant from contacting the plaintiff while the case was pending.,,
3,to deregulate,/diˈɹɛɡjəɫeɪt/,The government decided to deregulate the telecommunications industry to promote competition and innovation.,,
4,to slap on,/slˈæp ˈɑːn/,The teacher slapped on detention for the student who was caught cheating on the exam.,,
5,to halt,/ˈhɔɫt/,The company decided to halt the production of the outdated model.,,
6,to interdict,/ˈɪntɝˌdɪkt/,The court decided to interdict the release of sensitive information to protect national security.,,
7,to constrain,/kənˈstɹeɪn/,The tight deadline constrained the team to work late nights to complete the project on time.,,
8,to pressurize,/ˈpɹɛʃɝˌaɪz/,The company's aggressive marketing tactics were designed to pressurize consumers into making impulse purchases.,,
9,to squeeze,/ˈskwiz/,Government policies that increase taxes on low-income households can squeeze vulnerable individuals.,,
10,to ram,/ˈɹæm/,The government attempted to ram the controversial bill despite widespread opposition.,,
11,to dragoon,/dɹæɡˈuːn/,The dictator dragooned the opposition into submission through fear and intimidation.,,
12,to condone,/kənˈdoʊn/,The company's failure to address employee misconduct might be seen as condoning unethical practices in the workplace.,,
13,to begrudge,/bɪˈɡɹədʒ/,"She begrudged lending her favorite book to her sister, fearing it might get damaged.",,
14,to decree,/dɪˈkɹi/,The king decreed that all citizens must pay taxes by the end of the month.,,
15,to abide by,/ɐbˈaɪd bˈaɪ/,The employees must abide by the supervisor's instructions at the construction site.,,
16,to hustle,/ˈhəsəɫ/,"With charm and enthusiasm, the team leader hustled the team to meet the tight project deadline.",,
17,to bludgeon,/ˈbɫədʒən/,The aggressive salesperson attempted to bludgeon customers into buying unnecessary products.,,
18,to coerce,/koʊˈɝs/,The criminal coerced the witness into changing their testimony through intimidation.,,
19,to proscribe,/pɹoʊsˈkɹaɪb/,The government decided to proscribe the use of certain chemicals due to environmental concerns.,,
