order,word,phonetic,example,note,definition_en
1,string theory,/stɹˈɪŋ θˈiəɹi/,"String theory proposes that the basic building blocks of the universe are tiny, vibrating strings rather than point-like particles.",,
2,diffraction,/dɪˈfɹækʃən/,Diffraction of light produces patterns of alternating dark and bright regions when it encounters a narrow slit or passes through an obstacle.,,
3,quark,/ˈkwɑɹk/,"Quarks are the smallest known particles, forming the building blocks of protons and neutrons in atomic nuclei.",,
4,lepton,/lˈɛptən/,"Leptons are elementary particles that include electrons, muons, tau particles, and their associated neutrinos.",,
5,hadron,/ˈhæˌdɹɔn/,"Hadrons are subject to the strong nuclear force, the fundamental interaction that binds quarks together.",,
6,velocity,/vəˈɫɑsəti/,The velocity of an object is the rate of change of its position with respect to time.,,
7,amplitude,/ˈæmpɫəˌtud/,"In physics, amplitude refers to the maximum displacement of a wave from its equilibrium position.",,
8,fermion,/ˈfɜrmiˌɒn/,"Electrons, which orbit the nucleus of an atom, are examples of fermions.",,
9,boson,/bˈɑːsən/,"Photons, particles of light, are examples of bosons that carry the electromagnetic force.",,
10,centripetal force,/sˈɛntɹaɪptəl fˈoːɹs/,"When you swing a ball attached to a string in a circular motion, the tension in the string acts as the centripetal force.",,
11,doppler effect,/dˈɑːplɚɹ ɪfˈɛkt/,The Doppler effect explains why the pitch of an ambulance siren changes as it approaches and then passes by.,,
12,kinetic energy,/kᵻnˈɛɾɪk ˈɛnɚdʒi/,"When a car is in motion, its kinetic energy depends on both its mass and speed.",,
13,dark matter,/dˈɑːɹk mˈæɾɚ/,"Dark matter is a form of matter that does not emit, absorb, or reflect light, making it invisible and detectable only through its gravitational effects.",,
14,antimatter,/ætaɪˈmætɝ/,"Antimatter is composed of antiparticles, which have the same mass as their corresponding particles but opposite electric charge.",,
15,mass,/ˈmæs/,"In physics, mass is a measure of the amount of matter in an object.",,
16,quantum,/ˈkwɑntəm/,The behavior of subatomic particles is governed by the principles of quantum mechanics.,,
17,acceleration,/ˌækˌsɛɫɝˈeɪʃən/,Acceleration measures how quickly an object's speed changes.,,
18,momentum,/moʊˈmɛntəm/,The car's momentum increased as it accelerated down the highway.,,
19,photon,/ˈfoʊˌtɑn/,"Photons are the quanta of electromagnetic radiation, including visible light, radio waves, and X-rays.",,
20,inertia,/ˌɪˈnɝʃə/,"The concept of inertia is encapsulated in Newton's first law of motion, stating that an object at rest stays at rest, and an object in motion stays in motion with the same speed and in the same direction unless acted upon by an external force.",,
21,oscillation,/ˌɑsəˈɫeɪʃən/,Pendulums have proven useful for studying simple harmonic oscillation and modeling more complex periodic motions in dynamic systems.,,
22,reflection,/ɹɪˈfɫɛkʃən/,The reflection of light off the mirror allowed him to see around the corner.,,
23,Young's modulus,/jˈʌŋz mˈɑːdʒuːləs/,"Steel has a high Young's modulus, making it stiff and strong.",,
24,uncertainty principle,/ʌnsˈɜːtənti pɹˈɪnsɪpəl/,The uncertainty principle is a fundamental rule in quantum physics.,,
25,joule,/ˈdʒuɫ/,One joule of energy is needed to lift a small apple by one meter.,,
26,neutrino,/nuˈtɹinoʊ/,Neutrinos are subatomic particles with very little mass.,,
27,space-time,/ˈspeɪˌstaɪm/,"According to Einstein's theory of general relativity, gravity is not just a force between masses but the curvature of space-time caused by those masses.",,
28,nuclear fission,/nˈuːklɪɹ fˈɪʃən/,"Nuclear fission is a process in which the nucleus of an atom splits into two or more smaller nuclei, releasing a large amount of energy.",,
29,electromagnetic,/ˌɪˌɫɛktɹoʊmæɡˈnɛtɪk/,Light is an electromagnetic wave that can travel through a vacuum.,,
30,nuclear fusion,/nˈuːklɪɹ fjˈuːʒən/,"Nuclear fusion is the process in which two atomic nuclei combine to form a heavier nucleus, releasing a large amount of energy in the process.",,
31,thermic,/ˈθɝmɪk/,Engineers designed a thermic power plant to efficiently convert heat into electricity.,,
32,plasticity,/plæstˈɪsɪɾi/,Plasticity refers to the ability of a material to undergo permanent deformation without rupturing when subjected to stress.,,
