order,word,phonetic,example,note,definition_en
1,curious,/ˈkjʊriəs/,She's so curious; she always asks questions and loves to explore new topics.,,
2,brave,/breɪv/,"Despite the danger, he remained brave and rescued the injured hiker from the mountain.",,
3,silly,/ˈsɪli/,"She acted silly during the meeting, making everyone laugh.",,
4,proud,/praʊd/,She felt proud of her daughter's academic achievements.,,
5,experienced,/ɪkˈspɪriənst/,She is an experienced teacher with over twenty years of classroom experience.,,
6,positive,/ˈpɑzətɪv/,"Despite facing setbacks, she maintained a positive attitude, believing that things would improve with time.",,
7,negative,/ˈnɛɡətɪv/,Her negative personality makes it difficult to see the bright side of any situation.,,
8,selfish,/ˈsɛlfɪʃ/,She's so selfish; she never considers how her actions affect others.,,
9,miserable,/ˈmɪzərəbəl/,She felt miserable after failing the exam.,,
10,talented,/ˈtæləntɪd/,"She is a talented dancer, known for her grace and precision on stage.",,
11,patient,/ˈpeɪʃənt/,"Despite the long wait, she remained patient while waiting for her turn.",,
12,keen,/kiːn/,The keen student quickly understood the complex mathematical problem.,,
13,honest,/ˈɑnəst/,The honest cashier returned the extra change that the customer had mistakenly received.,,
14,cruel,"/ˈkruːəl/ , /ˈkrʊl/","The cruel bully tormented his classmates daily, enjoying their distress.",,
15,annoying,/əˈnɔɪɪŋ/,The annoying sound of construction outside disrupted her concentration.,,
16,needy,/ˈniːdi/,"She's feeling needy lately, constantly seeking validation from her friends.",,
17,stubborn,/ˈstʌbɚn/,"Despite overwhelming evidence, he remained stubborn in his belief that he was always right.",,
18,cool,/kul/,Her sense of style was so cool that everyone wanted to emulate her.,,
19,independent,/ˌɪndɪˈpɛndənt/,"She's an independent woman, capable of making her own decisions and taking care of herself.",,
20,ambitious,/æmˈbɪʃəs/,"Always the ambitious student, she dreamed of attending a top university and then establishing her own global enterprise.",,
21,warm,/wɑrm/,She greeted us with a warm smile and made us feel right at home.,,
22,welcoming,/ˈwɛlkəmɪŋ/,She greeted her guests with a welcoming smile and open arms.,,
23,sociable,/ˈsoʊʃəbəl/,Jane is very sociable and enjoys engaging with large groups of people at parties and social events.,,
24,generous,/ˈʤɛnərəs/,"She's a generous donor, always contributing to charitable causes and helping those in need.",,
25,gentle,/ˈʤɛntəl/,"He has a gentle nature, always treating others with kindness and understanding.",,
26,understanding,/ˌʌndɚˈstændɪŋ/,Her understanding nature makes her a trusted confidante among her friends.,,
27,skillful,/ˈskɪlfəl/,"She is a skillful surgeon, known for her steady hands and precise techniques in the operating room.",,
28,peaceful,/ˈpiːsfəl/,She's a peaceful individual who always seeks to resolve conflicts through dialogue and understanding.,,
29,doubtful,/ˈdaʊtfəl/,He appeared doubtful about the reliability of the information he received.,,
30,bully,/ˈbʊli/,It's important for parents to teach their children about empathy and kindness to prevent them from becoming bullies.,,
