order,word,phonetic,example,note,definition_en
1,according to,/əˈkɔrdɪŋ tu/,"According to the weather forecast, it will rain tomorrow.",,
2,as,/æz/,"She danced with elegance, graceful as a swan.",,
3,like,/laɪk/,"She studies subjects like math, science, and history.",,
4,within,/wɪˈðɪn/,They sold out within minutes of opening.,,
5,below,/bɪˈloʊ/,"The painting hung high, with the console table sitting quietly below.",,
6,underneath,/ˌʌndɚˈniθ/,The cat hid underneath the porch during the storm.,,
7,downward,/ˈdaʊnwɚd/,The bird spiraled downward through the open sky.,,
8,nearby,/ˈnɪrˌbaɪ/,"There's a cafe nearby, perfect for a quick coffee break.",,
9,upward,/ˈʌpwɚd/,"The elevator smoothly ascended, moving upward to the top floor.",,
10,high,/haɪ/,The birds circled high in the air before landing on the roof.,,
11,along,/əˈlɑŋ/,"She walked along, lost in thought.",,
12,anywhere,/ˈɛniˌwɛr/,We looked anywhere we thought he might have gone.,,
13,everywhere,/ˈɛvriˌwɛr/,"The fragrance of flowers filled the air, making it feel like spring everywhere.",,
14,nowhere,/ˈnoʊˌwɛr/,That rare bird is found nowhere else in the world.,,
15,somewhere,/ˈsʌmˌwɛr/,I left the keys somewhere on the kitchen counter.,,
16,away,/əˈweɪ/,She turned and walked quietly away from the noise.,,
17,behind,/bɪˈhaɪnd/,She looked behind and saw her friends waving goodbye.,,
18,by,/baɪ/,"The train rushed by, leaving a gust of wind in its wake.",,
19,directly,"/dɪˈrɛktli/ , /daɪˈrɛktli/",The road leads directly to the town center without any turns.,,
20,down,/daʊn/,The sun slowly sank down behind the mountains.,,
21,up,/ʌp/,She looked up and saw the bird perched above her.,,
22,underground,/ˈʌndɚˌɡraʊnd/,The animals hibernate underground during the winter months.,,
23,among,/əˈmʌŋ/,The rare flower was hidden among the dense foliage of the forest.,,
24,into,/ˈɪnˌtu/,She walked into the room and greeted everyone.,,
25,onto,/ˈɑnˌtu/,"She stepped onto the stage, ready to deliver her speech to the audience.",,
26,off,/ɑf/,He watched silently from ten feet off.,,
27,close,/kloʊs/,"The two friends sat close, sharing stories and laughter.",,
28,including,/ɪnˈkluːdɪŋ/,"He has visited many countries, including France, Italy, and Spain.",,
29,per,/pɝ/,The car rental agency charges $50 per day for a compact car.,,
30,plus,/plʌs/,She bought a notebook plus a set of pens.,,
31,till,/tɪl/,He worked till midnight to finish the project.,,
32,toward,"/tʊˈwɔrd/ , /təˈwɔrd/",The hikers headed toward the summit of the mountain.,,
33,unlike,/ʌnˈlaɪk/,"He is very outgoing and friendly, unlike his brother.",,
34,via,"/ˈvaɪə/ , /ˈviə/",You can reach the museum via this bridge.,,
35,badly,/ˈbædli/,The house was badly damaged by the storm.,,
36,without,/wɪˈðaʊt/,She can't live without her phone.,,
37,backward,/ˈbækwərd/,She took a step backward to create some space.,,
38,but,/bʌt/,She has no one but herself to blame.,,
