order,word,phonetic,example,note,definition_en
1,(most|very) likely,/mˈoʊst ɔːɹ vˈɛɹi lˈaɪkli/,She will most likely finish the project before the deadline.,,
2,nearly,/ˈnɪrli/,I’ve nearly finished reading that book you lent me.,,
3,necessarily,/ˌnɛsəˈsɛrəli/,Learning a new language necessarily involves making mistakes along the way.,,
4,next,/nɛkst/,She plans to visit the museum next.,,
5,normally,/ˈnɔrməli/,She normally starts her day with a cup of coffee.,,
6,obviously,/ˈɑbviəsli/,"The sun was setting, so obviously, it was getting darker outside.",,
7,originally,/əˈrɪʤənəli/,The artist originally blended classical techniques with digital media.,,
8,particularly,/pɚˈtɪkjələrli/,The restaurant is particularly busy on Friday nights.,,
9,perfectly,/ˈpɝːfɪktli/,"The cake was perfectly moist and flavorful, delighting everyone at the party.",,
10,perhaps,/pɚˈhæps/,"He is late, perhaps he missed the bus.",,
11,personally,/ˈpɝːsənəli/,"I can't endorse that product personally, as I've had a negative experience with it.",,
12,possibly,/ˈpɑsəbli/,The store will possibly restock the item next week.,,
13,properly,/ˈprɑpɚli/,The machine will not run properly if it's not cleaned regularly.,,
14,quickly,/ˈkwɪkli/,"She finished the race quickly, crossing the finish line first.",,
15,quietly,/ˈkwaɪətli/,She closed the door quietly to avoid waking the baby.,,
16,rapidly,/ˈræpɪdli/,The river flowed rapidly after heavy rainfall.,,
17,similarly,/ˈsɪmələrli/,"The two buildings are similarly designed, with identical facades.",,
18,simply,/ˈsɪmpli/,The instructions are simply to follow the steps in order.,,
19,slightly,/ˈslaɪtli/,He slightly adjusted the mirror before driving.,,
20,specifically,/spəˈsɪfɪkli/,The chef specifically crafted a menu for guests with dietary restrictions.,,
21,strongly,/ˈstrɑŋli/,"She pushed the heavy door strongly, forcing it open.",,
22,surely,/ˈʃʊrli/,She will surely appreciate your thoughtful gesture.,,
23,therefore,/ˈðɛrˌfɔr/,"The team worked efficiently, and therefore, they completed the project ahead of schedule.",,
24,though,/ðoʊ/,"It was a challenging hike, but rewarding, though.",,
25,typically,/ˈtɪpɪkli/,"The trains are typically punctual, but delays can happen during strikes.",,
26,today,/təˈdeɪ/,Thousands of students across the country today are protesting for better educational resources.,,
