order,word,phonetic,example,note,definition_en
1,social,/ˈsoʊʃəl/,The government implemented social programs to support vulnerable populations.,,
2,racial,/ˈreɪʃəl/,Racial discrimination is a violation of human rights and equality.,,
3,right,/raɪt/,She chose the right path by standing up for what she believed in.,,
4,wrong,/rɑŋ/,Lying to someone is wrong because it breaches trust and honesty.,,
5,addiction,/əˈdɪkʃən/,Addiction is a complex condition characterized by compulsive drug use or engagement in a behavior despite harmful consequences.,,
6,abuse,/əˈbjuːs/,Drug abuse remains a major public health issue.,,
7,awareness,/əˈwɛrnəs/,,,
8,bullying,/ˈbʊliɪŋ/,"It's essential for bystanders to speak up and intervene when they witness bullying behavior, as their actions can make a significant difference in stopping the cycle of abuse.",,
9,corruption,/kəˈrʌpʃən/,"The investigation revealed widespread corruption within the government, with officials taking bribes.",,
10,crisis,/ˈkraɪsɪs/,"During times of crisis, it's essential to remain calm and focused in order to effectively manage the situation and ensure the safety of those involved.",,
11,equality,/ɪˈkwɑlɪti/,Equality in education is essential for all students to succeed.,,
12,freedom,/ˈfriːdəm/,He enjoyed the freedom to travel wherever he wanted.,,
13,gender gap,/ˈʤɛndɚ ɡæp/,"The gender gap in pay persists, with women earning, on average, less than their male counterparts for the same work.",,
14,homelessness,/ˈhoʊmlɪsnəs/,The city has launched several initiatives to reduce homelessness and provide support to those in need.,,
15,immigration,/ˌɪmɪˈɡreɪʃən/,The country has seen a rise in immigration due to its strong job market and high quality of life.,,
16,issue,/ˈɪʃuː/,The internet service provider resolved the issue with the slow connection promptly.,,
17,malnutrition,/ˌmælnuːˈtrɪʃən/,"Malnutrition remains a pressing global health issue, particularly affecting children in developing countries.",,
18,obesity,/oʊˈbiːsɪti/,"Obesity rates have been steadily rising worldwide, becoming a major public health concern in many countries.",,
19,overpopulation,/ˌoʊvɚˌpɑpjəˈleɪʃən/,Overpopulation has led to a shortage of housing in many cities.,,
20,peer pressure,/pɪr ˈprɛʃɚ/,Adolescents are particularly susceptible to peer pressure as they navigate social dynamics and seek acceptance among their peers.,,
21,poverty,/ˈpɑvɚti/,Many families in the area live in poverty and struggle to access basic services.,,
22,racism,/ˈreɪˌsɪzəm/,She experienced racism at her new job.,,
23,security,/sɪˈkjʊrɪti/,The new alarm system improved the security of their home significantly.,,
24,sexism,/ˈsɛksɪzəm/,,,
25,shortage,/ˈʃɔrtɪʤ/,The shortage of medical supplies during the pandemic highlighted the vulnerabilities in global supply chains.,,
26,modern slavery,/ˈmɑdɚn ˈsleɪvəri/,"Victims of modern slavery may be subjected to forced labor, where they are coerced to work under threat or deception, or they may be trafficked for purposes such as sexual exploitation or forced marriage.",,
27,social inequality,/ˈsoʊʃəl ˌɪnɪˈkwɑlɪti/,Addressing social inequality requires systemic changes in policies and practices to ensure fair treatment and equal opportunities for all members of society.,,
28,stability,/stəˈbɪlɪti/,"Political stability is essential for attracting investment, fostering economic growth, and ensuring the well-being of citizens.",,
29,social service,/ˈsoʊʃəl ˈsɝːvɪs/,"Social service organizations provide essential support to vulnerable populations, such as the homeless, elderly, and individuals with disabilities.",,
30,welfare,/ˈwɛlˌfɛr/,The government invested in welfare programs for disadvantaged communities.,,
31,to protest,/ˈproʊˌtɛst/,Employees decided to protest the unfair working conditions by organizing a strike.,,
32,war,/wɑr/,He found himself at war with his inner demons.,,
33,drug,/drʌɡ/,"Drugs, like cocaine and heroin, can have profound and often harmful effects on individuals' mental and physical health.",,
34,damage,/ˈdæmɪdʒ/,The data breach led to significant damage to the company's reputation and financial standing.,,
35,brain drain,/ˈbreɪn dreɪn/,The country is currently experiencing a brain drain as highly educated professionals seek opportunities abroad.,,
36,ignorant,/ˈɪɡnərənt/,He was ignorant of the new regulations.,,
