order,word,phonetic,example,note,definition_en
1,cafe,/kæˈfeɪ/,The cozy cafe on the corner served delicious pastries and freshly brewed coffee.,,
2,gallery,/ˈɡæləri/,"The art gallery hosted an exhibition featuring local artists, showcasing their unique styles and perspectives.",,
3,nightclub,/ˈnaɪtˌklʌb/,We decided to go to the nightclub downtown to celebrate Jane's birthday.,,
4,fire station,/ˈfaɪr ˌsteɪʃən/,The fire station dispatched several units to extinguish the blaze at the downtown apartment building.,,
5,gym,/ʤɪm/,He goes to the gym five times a week.,,
6,playground,/ˈpleɪˌɡraʊnd/,The children spent the afternoon playing at the playground.,,
7,barbershop,/ˈbɑrbɚˌʃɑp/,,,
8,urban,/ˈɝbən/,Urban studies examine the challenges of housing in densely populated areas.,,
9,suburb,/ˈsʌbɝb/,"After years of living in the city, they decided to move to a suburb to enjoy a quieter lifestyle and more space for their growing family.",,
10,outskirts,/ˈaʊtˌskɝts/,Many families choose to live on the outskirts of the city to enjoy a quieter lifestyle while still having access to urban amenities.,,
11,uptown,/ˈʌpˌtaʊn/,,,
12,inner city,/ˈɪnɚ ˈsɪti/,Community leaders are working to revitalize the inner city by investing in affordable housing and economic development initiatives.,,
13,community,/kəˈmjuːnɪti/,The local community came together to organize a charity fundraiser.,,
14,commuter,/kəˈmjuːtɚ/,The train is always packed with commuters during rush hour.,,
15,population,/ˌpɑpjəˈleɪʃən/,"As the population ages, there will be increasing strain on healthcare systems.",,
16,housing,/ˈhaʊzɪŋ/,The government is working on affordable housing.,,
17,parking lot,/ˈpɑrkɪŋ ˌlɑt/,I had to park in the back of the parking lot because all the spots near the entrance were taken.,,
18,road sign,/ˈroʊd ˌsaɪn/,The road sign warned drivers of a sharp curve ahead.,,
19,pedestrian,/pəˈdɛstriən/,The city installed a new pedestrian crossing near the school to ensure the children's safety.,,
20,street light,/ˈstriːt ˌlaɪt/,"The street lights flickered on as the sun dipped below the horizon, casting a warm glow over the city streets.",,
21,lane,/leɪn/,"They strolled down the quiet lane, enjoying the peaceful countryside views.",,
22,overpass,/ˈoʊvɚˌpæs/,,,
23,crossroad,/ˈkrɑsˌroʊd/,The small village is located at the crossroad of two major highways.,,
24,farmland,/ˈfɑrmˌlænd/,,,
25,grassland,/ˈɡræsˌlænd/,Many animals live in the vast grassland.,,
26,county,/ˈkaʊnti/,The county fair is an annual event that draws people from all over the region to celebrate agriculture and community.,,
27,orchard,/ˈɔrʧɚd/,,,
28,well,/wɛl/,,,
29,pizzeria,/ˌpitsəˈriːə/,,,
30,dam,/dæm/,The dam controls the river’s water level.,,
31,sidewalk,/ˈsaɪdˌwɑk/,She walked along the sidewalk on her way to the bus stop.,,
32,homeland,/ˈhoʊmˌlænd/,"After years of living abroad, she returned to her homeland to visit family.",,
33,square,/skwɛr/,The market was held in the town square.,,
