order,word,phonetic,example,note,definition_en
1,to admit,/ədˈmɪt/,She admits her mistakes openly during team meetings.,,
2,to advise,/ædˈvaɪz/,The doctor advised the patient to maintain a healthy diet and exercise for overall well-being.,,
3,to aim,/eɪm/,The archer carefully aimed the arrow at the bullseye.,,
4,to announce,/əˈnaʊns/,The CEO announces the company's quarterly results during the board meeting.,,
5,to apologize,/əˈpɑləˌʤaɪz/,"When realizing the mistake, he promptly apologized to his friend for the misunderstanding.",,
6,to assist,/əˈsɪst/,The teacher assisted the students in understanding the complex concept.,,
7,to attach,/əˈtæʧ/,The artist has attached the canvas to the easel for painting.,,
8,to award,/əˈwɑrd/,The committee decided to award the scholarship to the student with the highest academic achievements.,,
9,to bake,/beɪk/,Bake the cookies at 350°F for 10-12 minutes until golden brown.,,
10,to bend,/bɛnd/,"As she tried to straighten her back, she felt a sharp pain in her lower spine where it had bent.",,
11,to benefit,/ˈbɛnɪˌfɪt/,"By attending the workshop, she hoped to benefit from expert advice.",,
12,to block,/blɑk/,"To prevent flooding, they had to block the drain with sandbags.",,
13,to bother,/ˈbɑðɚ/,"I didn't bother studying for the exam, and unsurprisingly, I didn't do well.",,
14,to bury,/ˈbɛri/,The family buries their beloved pet in the backyard.,,
15,to center,/ˈsɛntɚ/,"The plot of the mystery novel centers around a missing heirloom, captivating readers with its twists and turns.",,
16,to claim,/kleɪm/,The controversial article regularly claims that a UFO sighting occurred last night.,,
17,to clear,/klɪr/,"Before the event, the team worked to clear the venue of unnecessary equipment.",,
18,to combine,/kəmˈbaɪn/,The chef combined various ingredients to make a flavorful sauce for the pasta.,,
19,to compliment,/ˈkɑmplɪˌmɛnt/,"She complimented her friend on the excellent presentation, highlighting its clarity and insightful content.",,
20,to concentrate,/ˈkɑnsənˌtreɪt/,"During the exam, it's crucial to concentrate on each question to ensure accurate answers.",,
21,to conclude,/kənˈkluːd/,"After much thought, she concluded that it was time to move on from her job.",,
22,to confirm,/kənˈfɝːm/,The doctor confirmed the diagnosis with the results of the blood test.,,
23,to confuse,/kənˈfjuz/,"She confused her coworker's instructions with those of her manager, leading to a mix-up in the project requirements.",,
24,to consist,/kənˈsɪst/,"The salad consists of lettuce, tomatoes, cucumbers, and dressing.",,
25,to contact,/ˈkɑnˌtækt/,I'll contact you tomorrow to discuss the details of the project.,,
26,to contrast,/ˈkɑnˌtræst/,She is currently contrasting the different approaches to problem-solving.,,
27,to convince,/kənˈvɪns/,The politician attempted to convince voters of the benefits of her policy proposals.,,
28,to define,/dɪˈfaɪn/,The teacher regularly defines unfamiliar words for the students in the class.,,
29,to deliver,/dɪˈlɪvɚ/,The mail carrier regularly delivers letters and packages to our doorstep.,,
30,to determine,/dɪˈtɝːmɪn/,Scientists regularly determine the chemical composition of substances in the laboratory.,,
31,to divide,/dɪˈvaɪd/,The teacher divides the class into small groups for a collaborative project.,,
32,to doubt,/daʊt/,She began to doubt her decision after receiving conflicting advice.,,
33,to encourage,/ɪnˈkɝːɪʤ/,"The teacher always took the time to encourage her students, praising their efforts and boosting their confidence in the classroom.",,
34,to belong,/bɪˈlɑŋ/,"As a citizen, it is important to belong to a community and contribute to its well-being.",,
35,to expand,/ɪkˈspænd/,"The company's operations expanded rapidly, opening new branches in multiple cities.",,
