order,word,phonetic,example,note,definition_en
1,artwork,/ˈɑrtˌwɝːk/,The gallery featured a diverse collection of artwork from local and international artists.,,
2,art form,/ˈɑrt fɔrm/,,,
3,architecture,/ˈɑrkɪˌtɛkʧɚ/,She decided to study architecture because she was fascinated by the art and science of designing buildings.,,
4,sculpture,/ˈskʌlpʧɚ/,She studied sculpture at the art academy.,,
5,graphic arts,/ˈɡræfɪk ɑrts/,"Graphic arts encompass a wide range of visual communication techniques, including printmaking, typography, and digital design.",,
6,the performing arts,/pɚˈfɔrmɪŋ ɑrts/,The performing arts require creativity and discipline from all performers.,,
7,to decorate,/ˈdɛkəˌreɪt/,"During the holiday season, people decorate their homes with colorful lights, wreaths, and ornaments.",,
8,to design,/dɪˈzaɪn/,The architect often designs modern homes with sustainable features.,,
9,to sketch,/skɛʧ/,She sketches a rough outline of the landscape before painting.,,
10,sketch,/skɛʧ/,The architect presented a rough sketch of the new building before starting detailed plans.,,
11,exhibition,/ˌɛksɪˈbɪʃən/,The art museum's latest exhibition features works by contemporary artists from around the world.,,
12,fake,/feɪk/,"The counterfeit watch was identified as fake, lacking the quality and craftsmanship of the genuine product.",,
13,finger-painting,/ˈfɪŋɡɚ ˈpeɪntɪŋ/,,,
14,frame,/freɪm/,The antique frame around the painting added a touch of elegance to the artwork.,,
15,graffiti,/ɡrəˈfiːti/,The city launched a program to clean up graffiti from buildings and public spaces to improve the neighborhood's appearance.,,
16,to illustrate,/ˈɪləˌstreɪt/,She illustrates her articles with hand-drawn sketches.,,
17,illustration,/ˌɪləˈstreɪʃən/,The illustration in the textbook helped students grasp the complex concept.,,
18,to paint,/peɪnt/,She painted a beautiful landscape of the countryside.,,
19,portrait,/ˈpɔrtrɪt/,"The artist completed a beautiful portrait of the young girl, capturing her serene expression.",,
20,statue,/ˈstæʧuː/,The city square was adorned with a majestic statue of a heroic figure from its history.,,
21,studio,/ˈstuːdiˌoʊ/,The artist spent all day in her studio painting a new landscape.,,
22,symbol,/ˈsɪmbəl/,"The dove is a symbol of peace and tranquility, often used in artwork and literature to convey harmony.",,
23,master,/ˈmæstər/,"The renowned painter was considered a master of impressionism, with his works displayed in galleries around the world.",,
24,style,/staɪl/,"Japanese calligraphy is celebrated for its elegant style and intricate characters, reflecting the country's rich cultural heritage.",,
25,collage,/kəˈlɑʒ/,She created a vibrant collage of city scenes using magazine cutouts and acrylic paint.,,
26,the visual arts,/ˈvɪʒuəl ɑrts/,The gallery showcased a variety of visual arts from contemporary artists.,,
