order,word,phonetic,example,note,definition_en
1,planet,/ˈplænɪt/,Jupiter is the largest planet in our solar system.,,
2,atmosphere,/ˈætməsˌfɪr/,Earth's atmosphere protects us from harmful solar radiation.,,
3,habitat,/ˈhæbɪˌtæt/,Coral reefs provide a rich habitat for thousands of marine species.,,
4,resource,/ˈriˌsɔrs/,"The country's natural resources include oil, natural gas, and minerals.",,
5,power,/ˈpaʊɚ/,The factory relies on solar power to run its production lines.,,
6,fuel,/ˈfjuːəl/,Wood is a common fuel for campfires.,,
7,fossil fuel,/ˈfɑsəl ˈfjuːəl/,Burning fossil fuels releases carbon dioxide into the atmosphere.,,
8,coal,/koʊl/,"Coal has been a crucial source of energy for centuries, playing a significant role in powering industries and generating electricity worldwide.",,
9,oil,/ɔɪl/,,,
10,energy,/ˈɛnɚʤi/,,,
11,atomic energy,/əˈtɑmɪk ˈɛnɚʤi/,,,
12,carbon footprint,/ˈkɑrbən ˈfʊtˌprɪnt/,Flying frequently increases your carbon footprint significantly.,,
13,carbon dioxide,/ˈkɑrbən daɪˈɑksaɪd/,Breathing out releases carbon dioxide into the air.,,
14,clean,/kliːn/,The reactor was designed to allow a clean shutdown in emergencies.,,
15,cleanup,/ˈkliːnˌʌp/,,,
16,eco-friendly,"/ˌiːkoʊˈfrɛndli/ , /ˌɛkoʊˈfrɛndli/",The company switched to eco-friendly packaging made from recycled materials.,,
17,green,/ɡriːn/,The company prides itself on producing green packaging that reduces waste.,,
18,to pollute,/pəˈluːt/,Factories often pollute the air with emissions from burning fossil fuels.,,
19,to consume,/kənˈsuːm/,"During the winter months, households tend to consume more energy for heating to stay warm.",,
20,climate crisis,/ˈklaɪmət ˈkraɪsɪs/,,,
21,natural disaster,/ˈnætʃrəl dɪˈzæstɚ/,"The city was devastated by a natural disaster, leaving many homeless.",,
22,volcanic eruption,/vɑlˈkænɪk ɪˈrʌpʃən/,The volcanic eruption sent ash clouds high into the sky.,,
23,garbage,/ˈɡɑrbɪʤ/,He threw the garbage into the bin after dinner.,,
24,waste,/weɪst/,"Recycling helps to reduce the amount of waste sent to landfills by reusing materials such as paper, glass, and plastic.",,
25,greenhouse gas,/ˈɡriːnˌhaʊs ɡæs/,Carbon dioxide is a major greenhouse gas responsible for global warming.,,
26,greenhouse effect,/ˈɡriːnˌhaʊs ɪˈfɛkt/,"The greenhouse effect is a natural phenomenon vital for sustaining life on Earth, but the enhanced greenhouse effect caused by human activities has accelerated climate change and its associated impacts.",,
27,toxic,/ˈtɑksɪk/,The toxic fumes emitted by the factory posed a serious threat to the health of nearby residents.,,
28,poisonous,/ˈpɔɪzənəs/,Be careful around those brightly colored mushrooms they arepoisonous!,,
29,air pollution,/ɛr pəˈluːʃən/,The heavy air pollution made it difficult to breathe and caused itchy eyes for many residents.,,
30,smoke,/smoʊk/,Smoke rose from the chimney as the fire burned inside.,,
31,power plant,/ˈpaʊɚ plænt/,The massive hydroelectric power plant harnessed the power of the rushing river to generate clean electricity.,,
32,to recycle,/riˈsaɪkəl/,Recycling paper involves collecting and processing used paper products to make new paper.,,
33,recycling,/riˈsaɪklɪŋ/,Recycling helps reduce environmental pollution.,,
34,renewable,"/rɪˈnuːəbəl/ , /rɪˈnjuːəbəl/",Solar energy is a renewable resource that is continuously replenished by the sun's rays.,,
35,emergency,/ɪˈmɝːʤənsi/,The lifeguard quickly responded to the emergency when a swimmer began struggling in the water.,,
36,to rot,/rɑt/,"If not refrigerated, food can quickly rot.",verb,
37,filth,/fɪlθ/,"The abandoned building was overrun with filth, its floors littered with garbage and its walls coated in layers of grime.",,
38,to rot,/rɑt/,"The damp conditions in the basement rotted the wooden beams, causing structural damage to the house.",verb,
