order,word,phonetic,example,note,definition_en
1,to afford,/əˈfɔrd/,"If you save consistently, you may eventually afford a house.",,
2,change,/tʃeɪndʒ/,"When I handed the server a twenty-dollar bill for my meal, I waited patiently for my change to be returned.",,
3,to charge,/ʧɑrdʒ/,The hotel may charge for additional services beyond the room rate.,,
4,coin,/kɔɪn/,She found a rare coin from the 19th century while cleaning out her grandfather's attic.,,
5,currency,/ˈkɝənsi/,The euro is the official currency of many countries in the European Union.,,
6,discount,/ˈdɪskaʊnt/,They offered a discount of 20% on all winter clothing.,,
7,inexpensive,/ˌɪnɪkˈspɛnsɪv/,The restaurant offers inexpensive meals that are still delicious.,,
8,mall,/mɑːl/,We spent the entire afternoon shopping at the mall.,,
9,stall,/stɑːl/,He set up a small stall to sell handmade jewelry.,,
10,to return,/rɪˈtɝn/,"After discovering a defect in the new electronic gadget, Sarah decided to return it to the store for a refund.",,
11,buyer,/ˈbaɪɚ/,The buyer inspected the car before making the purchase.,,
12,seller,/ˈsɛlɚ/,,,
13,shopper,/ˈʃɑpɚ/,The shopper carefully inspected each item on the shelves before selecting the perfect gift for her friend's birthday.,,
14,product,/ˈprɑdʌkt/,The bakery's best-selling product is its freshly baked bread.,,
15,goods,/ɡʊdz/,"The store offers a wide range of goods, from fresh produce to handmade crafts.",,
16,checkout,/ˈʧɛkˌaʊt/,"At the checkout, the cashier scanned each item with precision, ensuring an accurate total.",,
17,account,/əˈkaʊnt/,Sarah opened a savings account at the local bank to start saving for her future.,,
18,to owe,/oʊ/,I owe my friend $50 from last month when he covered my dinner expenses.,,
19,credit,/ˈkrɛdɪt/,She bought the laptop on credit and will pay in installments.,,
20,debt,/dɛt/,"After years of diligent saving, he finally managed to pay off his student debt.",,
21,to donate,/ˈdoʊˌneɪt/,Individuals often donate clothing to local shelters during the winter months.,,
22,balance,/ˈbæləns/,"After paying bills and expenses, she always checks her balance to ensure she has enough money left for savings.",,
23,expense,/ɪkˈspɛns/,Keeping track of your monthly expenses can help you create a realistic budget.,,
24,value,/ˈvælju/,He estimated the value of his car before selling it.,,
25,sum,/sʌm/,The sum owed on the invoice amounted to $500.,,
26,total,/ˈtoʊtəl/,The total of the shipment was 500 boxes.,,
27,bargain,/ˈbɑrɡɪn/,She found a great bargain on shoes during the sale.,,
28,tax,/tæks/,April 15th is the deadline for filing income tax returns in the United States.,,
29,possession,/pəˈzɛʃən/,"As he packed his possessions into boxes, memories flooded back from years spent in the old house.",,
30,to belong,/bɪˈlɑŋ/,The antique clock belongs to my grandmother.,,
31,saving,/ˈseɪvɪŋ/,Growing your own vegetables can lead to a saving in grocery expenses during the harvest season.,,
32,production,/prəˈdʌkʃən/,The factory increased its production of cars to meet rising demand.,,
33,worth,/wɝθ/,The necklace is worth $500.,,
34,cut,/kʌt/,The budget cut resulted in a reduction of funding for essential services.,,
35,luxury,"/ˈlʌkʃəri/ , /ˈlʌgʒəri/",The designer dress she wore was the epitome of luxury.,,
36,overpriced,/ˌoʊvɚˈpraɪst/,The restaurant’s menu is full of overpriced dishes.,,
37,penny,/ˈpɛni/,He found a lucky penny on the sidewalk.,,
38,check,/ʧɛk/,He received a check for the sale of his old car.,,
39,sale,/seɪl/,"Following the sale of her novel, she became a well-known author.",,
