order,word,phonetic,example,note,definition_en
1,politics,/ˈpɑlɪˌtɪks/,"After years of studying law and international relations, she decided to enter politics to make meaningful changes in her country.",,
2,candidate,"/ˈkændɪˌdeɪt/ , /ˈkændɪdɪt/",The candidate for mayor gave an inspiring speech at the rally.,,
3,border,/ˈbɔrdɚ/,Diplomatic tensions can escalate when disputes arise over the delineation of borders between nations.,,
4,Congress,"/ˈkɑŋɡrəs/ , /ˈkɑŋɡrɛs/",Congress passed a new healthcare bill.,,
5,council,/ˈkaʊnsl/,She was elected to serve on the local council.,,
6,county,/ˈkaʊnti/,The county fair is an annual event that draws people from all over the region to celebrate agriculture and community.,,
7,court,/kɔrt/,"In family court, judges handle matters such as divorce, child custody, and domestic violence disputes.",,
8,diplomacy,/dɪˈploʊməsi/,Diplomacy helped prevent the two nations from going to war.,,
9,election,/ɪˈlɛkʃən/,"The upcoming election will determine the next leader of our country, shaping the direction of government policies and priorities.",,
10,to elect,/ɪˈlɛkt/,Citizens will elect a new mayor in the upcoming municipal elections.,,
11,embassy,/ˈɛmbəsi/,The embassy attended the peace conference as official representatives of their nation.,,
12,government,/ˈɡʌvɚnmənt/,The government implemented new policies to improve the country's healthcare system and make it more accessible to all citizens.,,
13,local government,/ˈloʊkəl ˈɡʌvɚnmənt/,,,
14,governor,/ˈɡʌvɚnɚ/,,,
15,law,/lɑ/,Breaking the law can result in serious consequences.,,
16,mayor,/ˈmeɪɚ/,The mayor announced new plans for public transportation.,,
17,parliament,/ˈpɑrləmənt/,The parliament convened to debate the proposed healthcare reform bill.,,
18,party,/ˈpɑrti/,The political party held a rally to mobilize supporters and promote its platform ahead of the upcoming election.,,
19,political,/pəˈlɪtɪkəl/,"Political debates often revolve around issues such as taxation, healthcare, and national security.",,
20,president,/ˈprɛzɪdənt/,The president addressed the nation in a televised speech.,,
21,public,/ˈpʌblɪk/,The politician promised to serve the interests of the public.,,
22,punishment,/ˈpʌnɪʃmənt/,"The judge handed down a severe punishment to the convicted criminal, sentencing them to several years in prison.",,
23,right,/raɪt/,Everyone has the right to free speech.,,
24,to arrest,/əˈrɛst/,The police officer decided to arrest the suspect after gathering sufficient evidence.,,
25,to ban,/bæn/,Certain fishing practices were banned to protect endangered marine species.,,
26,state,/steɪt/,"California is the most populous state in the United States, known for its diverse culture and economy.",,
27,to commit,/kəˈmɪt/,He was arrested for attempting to commit fraud by falsifying financial documents.,,
28,to escape,/ɪˈskeɪp/,"Every day, the prisoners plan how to escape from their cells.",,
29,to investigate,/ɪnˈvɛstɪˌɡeɪt/,The police were called to investigate the suspicious death.,,
30,to murder,/ˈmɝːdɚ/,The prosecutor accused the defendant of plotting to murder the victim.,,
31,to punish,/ˈpʌnɪʃ/,The court decided to punish the thief with a prison sentence for stealing.,,
32,to rule,/ruːl/,The monarch ruled the kingdom with absolute authority.,,
33,thief,/θiːf/,The thief was caught on camera as he sneaked into the store and took a handful of electronics.,,
34,to vote,/voʊt/,Citizens regularly vote in elections to choose their representatives.,,
35,conference,/ˈkɑnf(ə)rəns/,The annual tech conference attracts thousands of professionals from around the world.,,
36,statement,/ˈsteɪtmənt/,,,
37,flag,/flæɡ/,The American flag was raised during the ceremony.,,
38,blood money,/ˈblʌd ˌmʌni/,,,
39,to free,/friː/,The police decided to free the suspect due to a lack of evidence.,,
40,death penalty,/ˈdɛθ ˌpɛnəlti/,The court sentenced him to the death penalty.,,
41,criminal,/ˈkrɪmɪn(ə)l/,The new law aims to reduce criminal activity by increasing penalties for repeat offenders.,adjective,
42,criminal,/ˈkrɪmɪn(ə)l/,The police arrested the criminal after a long investigation.,noun,
