order,word,phonetic,example,note,definition_en
1,computer,/kəmˈpjuːtɚ/,He upgraded the computer's software for better performance.,,
2,information,/ˌɪnfɚˈmeɪʃən/,She shared important information about the upcoming event.,,
3,chat,/tʃæt/,He initiated a private chat to ask a personal question.,,
4,laptop,/ˈlæpˌtɑːp/,He bought a new laptop with better processing speed.,,
5,monitor,/ˈmɑnɪtər/,I prefer a large monitor for graphic design work.,,
6,screen,/skriːn/,"During the presentation, the speaker shared his screen with the audience.",,
7,keyboard,/ˈkiˌbɔrd/,He pressed the keys on the keyboard to enter the password.,,
8,mouse,/maʊs/,He scrolled down the webpage using the scroll wheel on the mouse.,,
9,printer,/ˈprɪntɚ/,He loaded the paper tray of the printer with fresh sheets.,,
10,DVD,/ˌdiːˌviːˈdiː/,He collects classic movies on DVD to build his film library.,,
11,calculator,/ˈkælkjəˌleɪtɚ/,Please pass me the calculator so I can check my answer.,,
12,username,/ˈjuːzɚˌneɪm/,His username is a combination of his initials and birth year.,,
13,password,/ˈpæswɝːd/,Don't forget to change your password regularly for security.,,
14,the Internet,/ˈɪntɚˌnɛt/,Can you recommend any good websites on the Internet?,,
15,website,/ˈwɛbˌsaɪt/,I bookmarked the website for future reference.,,
16,web page,/ˈwɛb ˌpeɪdʒ/,He bookmarked his favorite web page to easily access it later.,,
17,online,/ˌɑːnˈlaɪn/,The company sells its products through an online marketplace.,,
18,email,/ˈiːˌmeɪl/,He signed up for the newsletter and receives updates via email.,,
19,message,/ˈmɛsɪdʒ/,He sent a text message to invite us to the party.,,
20,video,/ˈvɪdiˌoʊ/,My friend shared a heartwarming video of her baby's first steps.,,
21,post,/poʊst/,I read an interesting post about cooking tips on a food blog.,,
22,comment,/ˈkɑːmɛnt/,He replied to my comment with a detailed explanation.,,
23,address,"/ˈædˌrɛs/, /əˈdrɛs/",He copied the website address and shared it with his friends.,,
24,file,/faɪl/,"After finishing the design, she saved the file as a PNG.",,
25,document,/ˈdɑːkjəmənt/,I need to create a new document for my school project.,,
26,to download,/ˌdaʊnˈloʊd/,She downloaded the app to keep track of her daily activities.,,
27,to upload,/ˌʌpˈloʊd/,"After editing the photo, she will upload it to her online portfolio.",,
28,to click,/klɪk/,"To save your document, simply click the ""Save"" option.",,
29,to email,/ˈiːˌmeɪl/,Don't forget to email the registration form before the deadline.,,
30,to google,/ˈɡuːɡəl/,Don't hesitate to google for solutions to common problems.,,
31,to sign in,/ˌsaɪn ˈɪn/,"After you sign in, you'll have access to exclusive content.",,
32,to sign out,/sˈaɪn ˈaʊt/,Always verify that you successfully signed out to protect your privacy.,,
33,digital,/ˈdɪdʒɪtl/,Digital cameras have become popular for capturing photos and videos.,,
34,news,"/nuːz/ , /njuːz/",I heard some exciting news about a job opportunity.,,
35,image,/ˈɪmɪdʒ/,She captured a stunning image of a mountain peak with her camera.,,
36,to copy,/ˈkɑːpi/,She copied the document to share it with her colleagues.,,
