order,word,phonetic,example,note,definition_en
1,bad,/bæd/,"After the long run, he felt really bad.",,
2,sick,/sɪk/,I think the milk was bad; it made me sick.,,
3,better,/ˈbɛtɚ/,"After using the medicine, I felt much better.",,
4,broken,/ˈbroʊkən/,Her phone screen is broken after she sat on it.,,
5,serious,/ˈsɪriəs/,The doctor said the injury was serious and needed immediate surgery.,,
6,dangerous,/ˈdeɪnʤərəs/,Crossing the road without looking is dangerous.,,
7,appointment,/əˈpɔɪntmənt/,Do you have any appointments available in the afternoon?,,
8,sickness,/ˈsɪknəs/,He's been in bed for days with a bad sickness.,,
9,pain,/peɪn/,I have a sharp pain in my side when I breathe.,,
10,accident,/ˈæksɪdənt/,She had a minor accident in the kitchen and hurt her foot.,,
11,injury,/ˈɪnʤəri/,"After the attack, she had a serious head injury.",,
12,to test,/tɛst/,"Before starting the treatment, the dentist will test your teeth and gums.",,
13,to examine,/ɪɡˈzæmɪn/,Be patient; the doctor will examine your eyes soon.,,
14,to break,/breɪk/,The skier had a bad fall and broke several ribs.,,
15,to cut,/kʌt/,Be careful with that glass; it can cut your hand.,,
16,to hurt,/hɝt/,Be careful with that toy; it could hurt someone.,,
17,to injure,/ˈɪndʒɝ/,A misstep on the stairs could injure your leg.,,
18,to hit,/hɪt/,Ouch! I hit my toe on the corner of the bed.,,
19,to see,/siː/,I have an appointment to see the dentist next week.,,
20,to catch,/kætʃ/,Be careful around him; you don't want to catch the flu.,,
21,to prescribe,/prɪˈskraɪb/,"After the check-up, she prescribed a new medicine for my cough.",,
22,to sneeze,/sniːz/,Don't forget to cover your mouth when you sneeze.,,
23,to cough,/kɑf/,Don't cough into your hand; it's better to use a tissue.,,
24,to protect,/prəˈtɛkt/,A majority of Democrats believe that such regulations protect the public.,,
