order,word,phonetic,example,note,definition_en
1,to taste,/teɪst/,The soup tastes delicious with the added herbs.,,
2,pork,/pɔrk/,The chef prepared a delicious dish using tender pork loin and a savory sauce.,,
3,beef,/bif/,The steakhouse is famous for serving high-quality cuts of beef grilled to perfection.,,
4,lamb,/læm/,"The Easter celebration includes a traditional dish of roasted lamb, symbolizing rebirth and renewal.",,
5,tuna,/ˈtuːnə/,She made a tuna sandwich for lunch.,,
6,omelet,/ˈɑmlɪt/,"She made a fluffy omelet for breakfast, filled with diced tomatoes, onions, and spinach.",,
7,cookbook,/ˈkʊkˌbʊk/,She referred to her grandmother's old cookbook for traditional family recipes passed down through generations.,,
8,grocery,/ˈɡroʊsəri/,She made a list of groceries to buy for the weekend.,,
9,tip,/tɪp/,The hotel porter received a tip for carrying the luggage to the guests' room.,,
10,rest,/rɛst/,"After finishing her meal, she put the rest of the food in the refrigerator.",,
11,leftovers,/ˈlɛftˌoʊvɚz/,He made a delicious soup using the leftovers from last night's roast chicken.,,
12,steak,/steɪk/,She seasoned the steak with salt and pepper before grilling it to perfection on the barbecue.,,
13,well-done,/ˈwɛl ˈdʌn/,"She prefers her steak well-done, with no trace of pinkness in the center.",,
14,medium,/ˈmiːdiəm/,"The chicken breast was grilled until it reached medium doneness, with a moist and tender texture.",,
15,rare,/rɛr/,"He ordered his burger cooked rare, wanting it juicy with a red center.",,
16,watery,/ˈwɑːtɚi/,"The soup was disappointingly watery, lacking the rich flavor of homemade broth.",,
17,spicy,/ˈspaɪsi/,The spicy salsa made with fresh jalapeños added a kick to the chips.,,
18,bitter,/ˈbɪtɚ/,The bitter taste of black coffee lingered on her tongue after she took a sip.,,
19,vegetarian,/ˌvɛʤəˈtɛriən/,She became a vegetarian after learning about the environmental and ethical implications of meat consumption.,,
20,vegan,/ˈviːɡən/,She became a vegan after learning about the ethical and environmental impact of animal agriculture.,,
21,broccoli,/ˈbrɑkəli/,He tried to mask the taste of the broccoli by adding extra seasoning and sauce.,,
22,celery,/ˈsɛləri/,He dislikes the taste of celery and avoids it in his meals.,,
23,eggplant,/ˈɛɡˌplænt/,"The Mediterranean restaurant served baba ganoush, a creamy dip made from roasted eggplant, tahini, and garlic, with warm pita bread.",,
24,cabbage,/ˈkæbɪʤ/,"She prepared a delicious coleslaw using fresh cabbage, carrots, and a tangy dressing.",,
25,spinach,/ˈspɪnɪʧ/,She added fresh spinach to the salad.,,
26,to tip,/tɪp/,She tipped the waitress generously for her attentive service during the dinner.,,
