order,word,phonetic,example,note,definition_en
1,cinema,/ˈsɪnəmə/,I love the smell of popcorn at the cinema.,,
2,the movies,/ˈmuviz/,I like the comfortable seats at the movies.,,
3,theater,/ˈθiːətɚ/,My sister and I are going to the theater to see a play tonight.,,
4,artist,/ˈɑːrtɪst/,"He is an accomplished artist, having starred in several musicals and films.",,
5,acting,/ˈæktɪŋ/,"Despite being a comedy, the film required some serious acting.",,
6,role,/roʊl/,"Despite her minor role in that movie, she made a strong impression.",,
7,scene,/siːn/,The dream scene in the movie was very surreal.,,
8,screen,/skriːn/,The cinema's screen displayed a captivating 3D movie.,,
9,character,/ˈkærɪktɚ/,Robert Downey Jr. portrayed the character of Tony Stark in Iron Man.,,
10,director,"/dɪˈrɛktɚ/ , /daɪˈrɛktɚ/",He is working with a well-known director on his next film.,,
11,hero,/ˈhɪroʊ/,Every superhero movie needs a strong hero.,,
12,heroine,/ˈhɛroʊɪn/,She admired the bravery of the heroine in the novel.,,
13,cartoon,/kɑːrˈtuːn/,My all-time favorite cartoon is 'Tom and Jerry'.,,
14,comedy,/ˈkɑːmədi/,The play is a comedy that explores the absurdity of everyday life.,,
15,detective story,/dɪˈtɛktɪv ˈstɔːri/,The detective story had a surprising twist at the end.,,
16,drama,/ˈdrɑːmə/,He listens to a popular radio drama during his morning commute.,,
17,fantasy,/ˈfæntəsi/,He loves reading fantasy novels filled with magical creatures.,,
18,horror,/ˈhɔrɚ/,He loves horror movies with unexpected plot twists.,,
19,ending,/ˈɛndɪŋ/,He thought the ending of the mystery novel was quite clever.,,
20,adventure story,/ədˈvɛntʃɚ ˈstɔːri/,He enjoys adventure stories with lots of action scenes.,,
21,science fiction,/ˈsaɪəns ˈfɪkʃən/,He enjoys reading science fiction novels set in distant galaxies.,,
22,documentary,/ˌdɑːkjəˈmɛntɚi/,I saw a great documentary about the history of music.,,
23,Hollywood,/ˈhɑːliˌwʊd/,Hollywood has a significant influence on global culture.,,
24,review,/rɪˈvjuː/,"According to the review, the new novel is a must-read.",,
25,performance,/pɚˈfɔːrməns/,He received applause for his performance in the school play.,,
26,festival,/ˈfɛstəvəl/,"Every summer, they travel to a different music festival.",,
27,award,/əˈwɑrd/,She received a lifetime achievement award for her work in cinema.,,
28,celebrity,/səˈlɛbrɪti/,Being a celebrity often means less privacy.,,
29,entertainment,/ˌɛntɚˈteɪnmənt/,Music festivals provide entertainment for music lovers.,,
30,to act,/ækt/,"In the movie, the talented actress will act as a determined detective solving a complex case.",,
31,to film,/fɪlm/,She films short videos for her YouTube channel regularly.,,
32,to perform,/pɚˈfɔːrm/,The band will perform at the city park next week.,,
