order,word,phonetic,example,note,definition_en
1,health,/hɛlθ/,Daily exercise improves your overall health.,,
2,life,/laɪf/,"After the accident, she started seeing life differently.",,
3,death,/dɛθ/,Her grandfather's death had a big impact on her.,,
4,diet,/ˈdaɪət/,A healthy diet and regular exercise can reduce the risk of many diseases.,,
5,energy,/ˈɛnɚʤi/,"After studying all night, he had no energy left for the exam.",,
6,habit,/ˈhæbɪt/,Drinking water first thing in the morning is a healthy habit.,,
7,illness,/ˈɪlnəs/,The patient was unable to recover from his illness.,,
8,disease,/dɪˈziːz/,Many are working tirelessly to eradicate this deadly disease.,,
9,ache,/eɪk/,"After the long hike, I had an ache in my legs.",,
10,earache,/ˈɪrˌeɪk/,"Don't ignore a severe earache, it might need medical attention.",,
11,headache,/ˈhɛdˌeɪk/,Avoiding stress can help you prevent headaches.,,
12,backache,/ˈbækˌeɪk/,Backache is a common complaint among office workers.,,
13,toothache,/ˈtuːθˌeɪk/,"After eating too many sweets, she got a severe toothache.",,
14,flu,/fluː/,"After catching the flu, he realized the importance of getting vaccinated.",,
15,virus,/ˈvaɪrəs/,A virus entered his body and made him sick.,,
16,effect,/ɪˈfɛkt/,Climate change can have a drastic effect on animal habitats.,,
17,problem,/ˈprɑːbləm/,Finding affordable housing in the city has become a significant problem for many people.,,
18,fever,/ˈfiːvɚ/,A fever is one of the common symptoms of the flu.,,
19,cough,/kɑf/,"After two weeks, the cough finally disappeared.",,
20,sneeze,/sniːz/,"A sneeze can spread germs, so always cover your nose.",,
21,cold,/koʊld/,"During winter, many people catch a cold.",,
22,sore throat,/sɔːr θroʊt/,A sore throat is often the first sign of a cold.,,
23,medication,/ˌmɛdɪˈkeɪʃən/,He always keeps his asthma medication in his backpack.,,
24,rest,/rɛst/,He usually takes a rest after coming home from work.,,
25,pill,/pɪl/,Each pill in this bottle contains 500 milligrams of the medicine.,,
26,patient,/ˈpeɪʃənt/,"As a nurse, she must be kind and attentive to all her patients.",,
27,cure,/kjʊr/,"After years of research, they finally discovered a cure.",,
28,to live,/lɪv/,Cacti can live for months without water.,,
29,to die,/daɪ/,"Unfortunately, her pet fish died after being in poor health for a week.",,
30,need,/niːd/,He feels a deep need to be successful.,,
31,to [go] to bed,/ɡoʊ tə bɛd/,"After I go to bed, I usually think about what happened during the day.",,
32,stomachache,/ˈstʌməkˌeɪk/,Drinking too much coffee gives me a stomachache.,,
