order,word,phonetic,example,note,definition_en
1,skin,/skɪn/,He applied lotion to keep his skin moisturized during the winter.,,
2,blood,/blʌd/,Donating blood can save lives and help those in need.,,
3,bone,/boʊn/,She twisted her ankle and felt a shooting pain in the bone.,,
4,muscle,/ˈmʌsəl/,He massaged his sore muscles to ease the tension.,,
5,chest,/tʃɛst/,"After a workout, she felt her chest muscles were stronger.",,
6,backbone,/ˈbækˌboʊn/,Good posture helps support the backbone and reduces strain on the back.,,
7,breath,/brɛθ/,"After running, she took deep breaths to catch her breath.",,
8,breathing,/ˈbriːðɪŋ/,Proper breathing techniques are essential in meditation for relaxation.,,
9,fat,/fæt/,A balanced diet and exercise routine are essential for managing body fat levels.,,
10,skull,/skʌl/,"In anatomy class, they learned about the different bones that form the human skull.",,
11,gum,/ɡʌm/,Gum inflammation can cause discomfort and sensitivity.,,
12,eyelash,/ˈaɪˌlæʃ/,Her long eyelashes framed her eyes beautifully.,,
13,palm,"/pɑːm/ , /pɑlm/",He gently slapped his forehead with the palm of his hand in frustration.,,
14,forearm,/ˈfɔːrˌɑːrm/,He used his forearm to block the incoming punch during the boxing match.,,
15,thigh,/θaɪ/,"She crossed her legs, resting her hand on her left thigh.",,
16,heel,/hiːl/,He wore comfortable shoes to support his heels during the long walk.,,
17,throat,/θroʊt/,He gargled with saltwater to ease the pain in his throat.,,
18,physical,/ˈfɪzɪkəl/,He experienced physical exhaustion after completing the marathon.,,
19,physically,/ˈfɪzɪkli/,He was physically unable to lift the heavy box.,,
20,strong,/strɑŋ/,He was able to lift the heavy box because he was so strong.,,
21,weak,/wiːk/,The bridge collapsed at its weak central support.,,
22,wrist,/rɪst/,He used his wrist to control the movement of the computer mouse.,,
23,brain,/breɪn/,He suffered a traumatic brain injury in a car accident.,,
24,elbow,/ˈɛlˌboʊ/,He leaned on the table with his elbow while listening to the conversation.,,
25,finger,/ˈfɪŋɡɚ/,He counted on his fingers to solve the math problem.,,
26,heart,/hɑːrt/,He couldn't hide the happiness in his heart when he saw his loved ones after a long time.,,
27,human,/ˈhjuːmən/,Human beings have the ability to communicate through language.,,
28,shoulder,/ˈʃoʊldɚ/,He felt a sharp pain in his shoulder after lifting weights at the gym.,,
