order,word,phonetic,example,note,definition_en
1,mortgage,"/ˈmɔɹɡədʒ/, /ˈmɔɹɡɪdʒ/",They took out a mortgage to buy their first house in the suburbs.,,
2,property,/ˈprɑpərti/,They inherited a large property with acres of farmland and a historic farmhouse.,,
3,skyscraper,/ˈskaɪsˌkɹeɪpɝ/,The city skyline is dominated by a new skyscraper that towers over all the other buildings.,,
4,mansion,/ˈmænʃən/,The billionaire lives in a luxurious mansion overlooking the ocean.,,
5,condominium,/ˌkɑndəˈmɪniəm/,She bought a condominium in the downtown area for its convenient location and amenities.,,
6,penthouse,/ˈpɛntˌhaʊs/,She moved into a penthouse with stunning views of the city skyline.,,
7,duplex,/ˈduˌpɫɛks/,"The lower unit of the duplex has a spacious living room and kitchen, while the upper unit has bedrooms and a study.",,
8,complex,"/ˈkɑmplɛks/ , /kəmˈplɛks/",The apartment complex offers a variety of floor plans and amenities to cater to different resident needs.,,
9,housing development,/hˈaʊzɪŋ dɪvˈɛləpmənt/,The housing development will feature a variety of architectural styles and amenities to attract families and retirees alike.,,
10,row house,/ɹˈoʊ hˈaʊs/,They purchased a row house in the historic district known for its charming architecture and community atmosphere.,,
11,houseboat,/ˈhaʊsˌboʊt/,They spent their vacation on a houseboat cruising down the river.,,
12,attic,/ˈætɪk/,She converted the attic into a cozy home office with skylights and built-in shelves.,,
13,basement,/ˈbeɪsmənt/,They converted the basement into a home theater with comfortable seating and a big screen.,,
14,cellar,/ˈsɛɫɝ/,They use the cellar to store homemade preserves and pickles.,,
15,nursery,/ˈnɝsɝi/,They decorated the nursery with soft pastel colors and stuffed animals.,,
16,patio,/ˈpætiˌoʊ/,They enjoy dining al fresco on their patio during warm summer evenings.,,
17,rooftop,/ˈɹufˌtɑp/,"They had dinner on the rooftop, enjoying the city's skyline at night.",,
18,doorbell,/ˈdɔɹˌbɛɫ/,She rang the doorbell and waited for someone to answer.,,
19,doorstep,/ˈdɔɹˌstɛp/,She found a package waiting on her doorstep when she returned home from work.,,
20,doorway,/ˈdɔɹˌweɪ/,"She stood in the doorway, waving goodbye as he left for work.",,
21,air conditioning,/ˈer kəndˈɪʃənɪŋ/,The A/C kept the house cool during the scorching summer heat.,,
22,central heating,/sˈɛntɹəl hˈiːɾɪŋ/,The central heating system kicked in as soon as the temperature dropped outside.,,
23,smoke alarm,/smˈoʊk ɐlˈɑːɹm/,"The smoke alarm woke them up during the night, alerting them to a fire in the kitchen.",,
24,bureau,/ˈbjʊɹoʊ/,The antique bureau in the corner of the room showcased intricate craftsmanship and served as a storage solution for vintage clothing.,,
25,drawer,/ˈdɹɔɹ/,She keeps her socks and underwear neatly folded in the top drawer of her dresser.,,
26,garbage can,/ɡˈɑːɹbɪdʒ kˈæn/,The garbage can in the park was overflowing with discarded wrappers and bottles.,,
27,chore,/ˈtʃɔɹ/,Taking out the trash is one of the daily chores he is responsible for.,,
28,to mop,/ˈmɑp/,She mops the kitchen floor every evening to keep it clean.,,
29,to scrub,/ˈskɹəb/,She scrubs the bathtub to remove soap scum and stains.,,
30,to sweep,/ˈswip/,She sweeps the kitchen floor every evening after dinner.,,
31,to vacuum,/ˈvækjum/,She vacuums the carpets in the living room every week to keep them clean.,,
32,to wipe,/ˈwaɪp/,She wiped the kitchen counter with a damp cloth to remove crumbs.,,
33,to furnish,/ˈfɝnɪʃ/,"They decided to furnish the living room with a comfortable sofa, coffee table, and stylish chairs.",,
34,to coat,/koʊt/,The carpenter decided to coat the wooden furniture with a layer of protective varnish.,,
35,blueprint,/ˈbɫuˌpɹɪnt/,The architect drew a blueprint for the new library.,,
