order,word,phonetic,example,note,definition_en
1,to acknowledge,/ækˈnɑɫɪdʒ/,"For the therapy to be effective, one must first acknowledge their feelings and emotions.",,
2,to aid,/ˈeɪd/,The organization aids communities affected by natural disasters.,,
3,age limit,/ˈeɪdʒ lˈɪmɪt/,There's an age limit of 21 years for purchasing alcohol in this country.,,
4,ban,/bæn/,The government announced a ban on single-use plastic bags to reduce environmental pollution.,,
5,to bar,/bɑr/,Failure to meet the academic requirements could bar a student from participating in certain school activities.,,
6,condition,/kənˈdɪʃən/,The loan was approved on the condition that the borrower provided collateral.,,
7,to demand,/dɪˈmænd/,The workers decided to demand higher wages and better working conditions during the negotiations.,,
8,to enable,"/ɛˈneɪbəɫ/, /ɪˈneɪbəɫ/",Technology enables us to communicate instantly across the globe.,,
9,exception,/ɪkˈsɛpʃən/,"The school generally does not allow cell phones in class, but there is an exception for students with special needs.",,
10,guideline,/ˈɡaɪdˌɫaɪn/,The company's dress code guidelines specify business casual attire for all employees.,,
11,necessity,"/nəˈsɛsəti/, /nəˈsɛsɪti/","In many jobs, having a reliable internet connection is a necessity for performing daily tasks effectively.",,
12,permit,"/ˈpɝˌmɪt/, /pɝˈmɪt/","You need a permit to build a new structure on your property, which you can obtain from the local planning office.",,
13,to permit,"/ˈpɝˌmɪt/, /pɝˈmɪt/",The park permits visitors to bring their own food and drinks.,,
14,regulation,/ˌɹɛɡjəˈɫeɪʃən/,The new regulations require all vehicles to undergo emissions testing annually.,,
15,obligation,/ˌɑbɫəˈɡeɪʃən/,Paying taxes is a civic obligation that supports public services and infrastructure.,,
16,requirement,/ɹɪˈkwaɪɹmənt/,Water is a basic requirement for life.,,
17,to restrict,/ɹiˈstɹɪkt/,The school decided to restrict access to certain areas for student safety.,,
18,restriction,/ɹiˈstɹɪkʃən/,The new policy included a restriction on the amount of vacation time employees could take in a year.,,
19,rule book,/ɹˈuːl bˈʊk/,"Before starting the tournament, each participant received a copy of the rule book outlining the competition's regulations.",,
20,to forbid,"/fɝˈbɪd/, /fɔˈbɪd/",The teacher forbade talking during the exam.,,
21,forbidden,"/ˈfɔɹbɪdən/, /fɝɹˈbɪdən/",Smoking is forbidden in this area to maintain clean air quality.,,
22,acceptable,"/ækˈsɛptəbəɫ/, /əkˈsɛptəbəɫ/",It is considered acceptable to tip service workers in many countries as a sign of appreciation for good service.,,
23,to grant,/ˈɡɹænt/,The teacher decided to grant extra time for students to complete their assignments.,,
24,compulsory,/kəmˈpəɫsɝi/,Attendance at the safety training session is compulsory for all employees.,,
25,illegal,/ˌɪˈɫiɡəɫ/,Selling drugs on the street is illegal and punishable by law.,,
26,mandatory,/ˈmændəˌtɔɹi/,Wearing a face mask in public places is mandatory to prevent the spread of the virus.,,
27,to impose,/ˌɪmˈpoʊz/,The authoritarian government tried to impose strict regulations on freedom of speech.,,
28,to insist,/ˌɪnˈsɪst/,"She insisted on paying for dinner, despite our protests.",,
29,strictness,/stɹˈɪktnəs/,The teacher's strictness ensured that all students followed classroom rules.,,
30,sanction,/ˈsæŋkʃən/,The government imposed economic sanctions on the country for violating international agreements.,,
31,provided that,/pɹəvˈaɪdᵻd ðˈæt/,"She agreed to lend him the money, provided that he pays it back within a month.",,
32,to beg,/ˈbɛɡ/,"Every day, he begs for a few coins at the street corner.",,
33,to [get] rid of {sb/sth},/ɡɛt ɹˈɪd ʌv ˌɛsbˈiː slˈæʃ ˌɛstˌiːˈeɪtʃ/,Getting rid of noise enhances the quality of your audio and makes it sound more pleasing to the ears.,,
34,objection,/əbˈdʒɛkʃən/,He raised an objection during the meeting when he disagreed with the proposed budget cuts.,,
