order,word,phonetic,example,note,definition_en
1,act,/ækt/,The first act of the play introduces the main characters and their conflicts.,,
2,to adapt,/əˈdæpt/,The screenwriter adapted the bestselling novel into a screenplay.,,
3,ballet,/bæˈɫeɪ/,The ballet performance captivated the audience with its elegant choreography and beautiful music.,,
4,blockbuster,/ˈbɫɑkˌbəstɝ/,"The new superhero movie became a blockbuster, earning over $1 billion at the box office.",,
5,box office,/bɑks ˈɑːfɪs/,The new Marvel movie topped the box office charts on its opening weekend.,,
6,to appear,/əˈpɪr/,The famous actor will appear in the upcoming blockbuster film.,,
7,to cast,/kæst/,The director will cast the lead role in the upcoming musical next week.,,
8,to project,/ˈprɑːˌdʒɛkt/,The technician will project the video clips for the audience to see.,,
9,to screen,/skriːn/,The cinema will screen the highly anticipated movie this weekend.,,
10,rerun,/ˈɹiˈɹən/,Viewers enjoyed watching a classic sitcom rerun late at night.,,
11,screening,/ˈskɹinɪŋ/,"I missed the first screening, so I'll catch the next one at 8 PM.",,
12,to shoot,/ʃuːt/,He will shoot the scene at dawn to capture the best light.,,
13,to stage,/steɪʤ/,The theater company stages Shakespearean plays throughout the year.,,
14,cinephile,/sˈɪnɪfˌaɪl/,"As a true cinephile, she attends film festivals every year to discover new talent.",,
15,animated,/ˈænəˌmeɪtɪd/,The animated movie was a hit with children and adults alike.,,
16,clip,/ˈkɫɪp/,The director shared a clip from the film during the promotional event.,,
17,cue,/ˈkju/,The actor waited for his cue before entering the stage.,,
18,double,/ˈdʌbəl/,"The stunt double performed the dangerous car chase, allowing the lead actor to stay safe.",,
19,stunt,/ˈstənt/,"The actor performed his own stunt during the action scene, impressing the crew.",,
20,lighting engineer,/lˈaɪɾɪŋ ˌɛndʒɪnˈɪɹ/,The lighting engineer worked closely with the director to create the perfect atmosphere for the play.,,
21,manager,/ˈmænɪdʒɚ/,The manager arranged a meeting between the actor and the director for the upcoming film.,,
22,screenwriter,/ˈskɹinˌɹaɪtɝ/,The screenwriter spent months developing the script for the upcoming movie.,,
23,opening,/ˈoʊpənɪŋ/,The opening of the Broadway musical was eagerly anticipated by theater enthusiasts.,,
24,preview,/ˈpɹivˌju/,The film studio held a preview for critics before the movie's official release.,,
25,production,/prəˈdʌkʃən/,She was thrilled to land a role in a major production after months of auditions.,,
26,rehearsal,"/ɹiˈhɝsəɫ/, /ɹɪˈhɝsəɫ/",The actors gathered for their final rehearsal before the opening night of the play.,,
27,to rehearse,/ɹiˈhɝs/,The actors gathered in the theater to rehearse their lines and perfect their stage movements before the opening night.,,
28,show business,/ʃˈoʊ bˈɪznəs/,The awards ceremony celebrated the achievements of those in show business.,,
29,scenario,/sɪˈnɛɹioʊ/,The screenwriter presented several scenarios for the plot of the upcoming movie.,,
30,subtitle,/ˈsəbˌtaɪtəɫ/,The foreign film had subtitles in English to help viewers understand the dialogue.,,
31,sound effect,/sˈaʊnd ɪfˈɛkt/,The sound effect of thunder added tension to the dramatic scene in the movie.,,
32,wind machine,/wˈɪnd məʃˈiːn/,The wind machine created a dramatic effect during the outdoor scene of the movie.,,
