order,word,phonetic,example,note,definition_en
1,acoustic guitar,/ɐkˈuːstɪk ɡɪtˈɑːɹ/,"She strummed her acoustic guitar, filling the room with soft, melodic tunes.",,
2,bass guitar,/bˈeɪs ɡɪtˈɑːɹ/,He played a funky groove on his bass guitar that got everyone dancing.,,
3,drumstick,/ˈdɹəmstɪk/,The drummer twirled his drumstick before starting the next song.,,
4,grand piano,/ɡɹˈænd pɪˈænoʊ/,"The grand piano in the concert hall produced a rich, resonant sound.",,
5,organ,/ˈɔɹɡən/,The church's organ filled the hall with majestic music during the wedding ceremony.,,
6,trombone,/tɹɑmˈboʊn/,The musician skillfully moved the slide of his trombone to hit the correct notes.,,
7,blues,/ˈbɫuz/,The blues genre is known for its expressive guitar solos and soulful lyrics.,,
8,country music,/kˈʌntɹi mjˈuːzɪk/,She grew up listening to country music on her grandparents’ radio.,,
9,folk,/ˈfoʊk/,Folk music is often passed down through generations and reflects local traditions.,,
10,heavy metal,/hˈɛvi mˈɛɾəl/,Heavy metal bands are known for their high-energy performances and elaborate stage shows.,,
11,hip-hop,/ˈhɪpˌhɔp/,"Hip-hop culture includes not only music but also dance, graffiti, and fashion.",,
12,rap,/ˈɹæp/,Rap emerged from the hip-hop movement and has evolved into a dominant musical genre.,,
13,rhythm and blues,/ɹˈɪðəm ænd blˈuːz/,The R&B artist’s latest album blends traditional soul with modern beats.,,
14,rock and roll,/ɹˈɑːk ænd ɹˈoʊl/,Elvis Presley is often referred to as the 'King of Rock and Roll' for his pioneering contributions to the genre.,,
15,chorus,/ˈkɔrəs/,The chorus added a vibrant energy to the musical number with their synchronized dance moves.,,
16,composer,/kəmˈpoʊzɝ/,The composer created a symphony that was performed by a prestigious orchestra.,,
17,chart,/ˈtʃɑɹt/,"The song quickly climbed to the top of the chart, becoming a hit single.",,
18,gig,/ˈɡɪɡ/,The band played a fantastic gig at the local club last night.,,
19,track,/træk/,"The album features ten tracks, each showcasing a different style of music.",,
20,opera house,/ˈɑːpɚɹə hˈaʊs/,The grand opera house is known for its stunning architecture and excellent acoustics.,,
21,orchestra,/ˈɔɹkəstɹə/,The orchestra performed a symphony composed by Beethoven with great precision and emotion.,,
22,note,/noʊt/,The teacher asked them to identify the notes on the staff.,,
23,rhythm,/ˈɹɪðəm/,She clapped along with the rhythm of the music.,,
24,tone,/ˈtoʊn/,The musician experimented with different tones to find the best one for the piece.,,
25,volume,/ˈvɑɫjum/,She increased the volume on the TV so she could hear the dialogue more clearly.,,
26,record player,/ɹˈɛkɚd plˈeɪɚ/,"He inherited a vintage record player from his grandfather, complete with a collection of classic vinyl albums.",,
27,sound system,/sˈaʊnd sˈɪstəm/,They set up a sound system in the park for the outdoor concert.,,
28,speaker,/ˈspikɝ/,He connected his phone to the Bluetooth speaker and played his favorite playlist.,,
29,stereo,/ˈstɛɹiˌoʊ/,He bought a vintage stereo for his record collection.,,
30,to compose,/kəmˈpoʊz/,She was inspired by nature's beauty to compose a serene and melodic piano sonata.,,
31,to conduct,"/ˈkɑndəkt/, /kɑnˈdəkt/","She conducted the orchestra with precise hand gestures, ensuring everyone stayed in sync.",,
32,to release,/rɪˈliːs/,The film studio released their latest blockbuster movie in theaters worldwide.,,
33,deafening,"/ˈdɛfənɪŋ/, /ˈdɛfnɪŋ/",The crowd erupted with a deafening cheer when the team scored the winning goal.,,
34,punk rock,/pˈʌŋk ɹˈɑːk/,The punk rock band played a high-energy set that had the crowd moshing and stage diving.,,
