order,word,phonetic,example,note,definition_en
1,biodiversity,/ˌbaɪoʊdaɪˈvɝsəti/,"The rainforest is known for its rich biodiversity, housing countless species of flora and fauna.",,
2,environmentalist,"/ɪnˌvaɪɹənˈmɛnəɫɪst/, /ɪnˌvaɪɹənˈmɛntəɫɪst/",The environmentalist organized a campaign to raise awareness about plastic pollution in the oceans.,,
3,conservation,/ˌkɑnsɝˈveɪʃən/,Conservation efforts are crucial to preserving endangered species and their habitats.,,
4,deforestation,/dɪˌfɔɹɪˈsteɪʃən/,Large-scale deforestation is driven by the demand for agricultural land.,,
5,eclipse,"/əˈkɫɪps/, /iˈkɫɪps/, /ɪˈkɫɪps/",We watched the solar eclipse through special protective glasses.,,
6,solar,/ˈsoʊɫɝ/,Solar eclipses occur when the moon blocks the sun's light.,,
7,lunar,/ˈɫunɝ/,She purchased a lunar calendar to track the phases of the moon.,,
8,moonlight,/ˈmunˌɫaɪt/,"They took a romantic walk along the beach, guided by the soft moonlight.",,
9,northern lights,/nˈɔːɹðɚn lˈaɪts/,Tourists travel to Norway and Canada to witness the mesmerizing Northern Lights.,,
10,to float,/ˈfɫoʊt/,"As the paper boat was set adrift, it started to float lazily along the tranquil pond.",,
11,tide,/ˈtaɪd/,Fishermen need to be aware of the tide schedule to ensure their boats are safely docked.,,
12,steam,/ˈstim/,Steam rose from the kettle as the water reached its boiling point.,,
13,sunlight,/ˈsənˌɫaɪt/,"The sunlight streamed through the windows, filling the room with warmth.",,
14,dawn,/ˈdɔn/,They woke up early to watch the dawn break over the mountains.,,
15,eruption,"/ˌiˈɹəpʃən/, /ˌɪˈɹəpʃən/",The volcanic eruption sent ash and lava flowing down the mountainside.,,
16,volcanic,/vɑɫˈkænɪk/,The volcanic eruption sent plumes of ash into the sky.,,
17,lava,/ˈɫɑvə/,The flowing lava from the volcano destroyed everything in its path.,,
18,landslide,"/ˈɫænˌsɫaɪd/, /ˈɫændˌsɫaɪd/",The heavy rains triggered a landslide that blocked the main road.,,
19,ecology,"/iˈkɑɫədʒi/, /ɪˈkɑɫədʒi/",Ecology helps us understand how human activities impact natural ecosystems.,,
20,ecosystem,/ˈikoʊˌsɪstəm/,Coral reefs are diverse ecosystems that support a wide range of marine life.,,
21,nonrenewable,/nɑnɹiˈnuəbəɫ/,Oil is a nonrenewable resource that will eventually run out if we continue to use it at the current rate.,,
22,hydroelectric,/ˌhaɪdɹoʊɪˈɫɛktɹɪk/,Many remote mountain towns rely on hydroelectric power generated from nearby rivers and waterfalls.,,
23,turbine,/ˈtɝbaɪn/,Steam turbines are commonly used in power plants to generate electricity.,,
24,alternative energy,/ɔːltˈɜːnətˌɪv ˈɛnɚdʒi/,Solar panels are a popular form of alternative energy that harnesses sunlight to generate electricity.,,
25,fume,/ˈfjum/,The factory released toxic fumes that posed a health risk to nearby residents.,,
26,to preserve,"/pɹəˈzɝv/, /pɹiˈzɝv/, /pɹɪˈzɝv/",Historical artifacts are preserved in museums to maintain their original condition.,,
27,slope,/ˈsɫoʊp/,They hiked up the steep slope to reach the mountain's peak.,,
28,pitch-black,/pˈɪtʃblˈæk/,The cave was pitch-black; not a single ray of light penetrated its depths.,,
29,sub-zero,/sˈʌbzˈiəɹoʊ/,The Antarctic winter brings sub-zero temperatures that challenge even the most prepared researchers.,,
