order,word,phonetic,example,note,definition_en
1,alien,/ˈeɪliən/,"The idea of aliens visiting Earth has been a topic of debate and speculation, with various reports and sightings fueling conspiracy theories.",,
2,space,/ˈspeɪs/,Astronauts trained for travel in space.,,
3,outer space,/ˈaʊɾɚ spˈeɪs/,"Outer space is characterized by the absence of air, so astronauts must wear spacesuits to survive the vacuum and extreme conditions.",,
4,universe,/ˈjunəˌvɝs/,Astronomers study distant galaxies to understand the vastness and complexity of the universe.,,
5,asteroid,/ˈæstɝˌɔɪd/,Scientists study asteroids to learn about the early solar system and potential threats to Earth.,,
6,black hole,/blˈæk hˈoʊl/,Black holes are formed from the remnants of massive stars that have ended their life cycles and collapsed under their own gravity.,,
7,galaxy,/ˈɡæɫəksi/,"Galaxies can vary in shape and size, with types including spiral, elliptical, and irregular galaxies, each having distinct structures and characteristics.",,
8,solar system,/sˈoʊlɚ sˈɪstəm/,Earth is one of eight planets in the solar system.,,
9,Mercury,/ˈmɝkjɝi/,"Mercury, the closest planet to the Sun, has surface temperatures that can reach up to 800 degrees Fahrenheit during the day.",,
10,Venus,/vˈiːnəs/,"Venus, often called the ""morning star"" or ""evening star,"" is the brightest natural object in the night sky after the Moon.",,
11,Mars,/mˈɑːɹz/,Mars has fascinated astronomers for centuries due to its distinct reddish hue visible from Earth.,,
12,Jupiter,/dʒˈuːpɪɾɚ/,Jupiter is the fifth planet from the sun in the solar system.,,
13,Saturn,/sˈæɾɜːn/,"Saturn is the second-largest planet in the solar system, after Jupiter, and has a diameter about 9 times that of Earth.",,
14,Uranus,/jˈʊɹænəs/,"The Voyager 2 spacecraft flew by Uranus in 1986, providing the first close-up images and data about its rings and moons.",,
15,Neptune,/nˈɛptuːn/,"Neptune’s vibrant blue color is due to the presence of methane in its atmosphere, which absorbs red light.",,
16,astronomy,/əˈstɹɑnəmi/,Advances in astronomy have led to the discovery of exoplanets orbiting other stars in our galaxy.,,
17,astronomer,/əˈstɹɑnəmɝ/,The astronomer discovered a new exoplanet using advanced telescope technology.,,
18,landing,/ˈɫændɪŋ/,The astronauts successfully completed the landing on the surface of the Moon.,,
19,outer,/ˈaʊtɝ/,The outer coating of the tablet protects it from moisture until it reaches the stomach.,,
20,orbit,/ˈɔɹbət/,The satellite was placed into a stable orbit to continuously monitor weather patterns from space.,,
21,to orbit,/ˈɔɹbət/,The moon orbits around the Earth once every 27.3 days.,,
22,rocket,/ˈɹɑkət/,"The rocket lifted off from the launch pad, carrying a satellite into orbit around Earth.",,
23,satellite,/ˈsætəˌɫaɪt/,The weather satellite provided real-time images of storm systems to help meteorologists forecast the weather.,,
24,to launch,/ˈɫɔntʃ/,The military launched a missile as part of a test exercise.,,
25,takeoff,/ˈteɪˌkɔf/,"The plane’s takeoff was smooth, and passengers were soon enjoying the view from above the clouds.",,
26,spacecraft,/ˈspeɪsˌkɹæft/,The spacecraft was launched to explore Mars and collect data about the planet's surface and atmosphere.,,
27,spaceman,/spˈeɪsmən/,The spaceman conducted scientific experiments in space to study the effects of microgravity on various materials.,,
28,spaceship,/ˈspeɪsˌʃɪp/,Scientists are working on developing reusable spaceships to reduce the cost of space exploration.,,
29,space station,/spˈeɪs stˈeɪʃən/,The space station serves as a platform for testing technologies needed for future deep-space exploration.,,
30,spacesuit,/ˈspeɪˌsut/,"During training, astronauts practiced maneuvering in their spacesuits to become accustomed to the added bulk.",,
31,spacewalk,/ˈspeɪˌswɑk/,The astronauts conducted a spacewalk to repair the solar panels on the International Space Station.,,
32,telescope,/ˈtɛɫəˌskoʊp/,He used a telescope to observe the stars.,,
33,voyage,"/ˈvɔɪədʒ/, /ˈvɔɪɪdʒ/",The space mission was a historic voyage to the International Space Station.,,
