topic_index,topic_title,topic_url,order,word,phonetic,example,note,definition_en
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,1,gadget,/ˈɡæʤɪt/,"John’s new kitchen gadget can chop vegetables in seconds, making meal prep much easier.",,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,2,device,/dɪˈvaɪs/,She used her device to join the virtual meeting from a remote location.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,3,mechanical,/məˈkænɪkəl/,The mechanical device automatically sorts items based on size and weight.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,4,electronic,/ɪˌlɛkˈtrɑnɪk/,She prefers reading e-books on her electronic tablet rather than carrying around physical books.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,5,ingenious,/ɪnˈʤiːniəs/,The engineer's ingenious design for the bridge combined both aesthetic beauty and structural integrity.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,6,intuitive,/ɪnˈtuːɪtɪv/,The new smartphone features an intuitive interface that makes it easy for users to navigate and find what they need.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,7,latest,/ˈleɪtɪst/,The company released its latest smartphone model with advanced features.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,8,obsolete,/ˌɑbsəˈliːt/,The flip phone has become obsolete in an era dominated by smartphones.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,9,outdated,/ˌaʊtˈdeɪtɪd/,"His outdated smartphone, lacking modern features and capabilities, struggled to keep up with the latest apps and software updates.",,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,10,novel,/ˈnɑvəl/,Her novel approach to problem-solving impressed the entire team with its creativity and effectiveness.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,11,to power,/ˈpaʊɚ/,"Solar panels are used to power many homes in the neighborhood, reducing reliance on fossil fuels.",,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,12,to charge,/ʧɑrdʒ/,"He forgot to charge his laptop overnight, so it ran out of battery during his presentation.",,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,13,to recharge,/riːˈʧɑrʤ/,She needs to recharge her phone before going out.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,14,to drain,/dreɪn/,The extended drought drained the reservoirs of water.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,15,to boot,/buːt/,"She booted her laptop, eager to dive into her latest writing project.",,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,16,to start up,/stɑrt ʌp/,She started up her laptop to check her emails.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,17,to shut down,/ʃʌt daʊn/,He shut the computer down after finishing his work.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,18,to update,/ˈʌpˌdeɪt/,She decided to update her resume with her most recent job experience.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,19,battery,/ˈbætəri/,The flashlight wouldn't turn on because the battery was dead.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,20,capacity,/kəˈpæsɪti/,The capacity of the factory increased with the installation of new machinery.,,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,21,signal,/ˈsɪɡnəl/,"The satellite transmits a signal to the television station, allowing live broadcasts to be aired.",,
1,Electronic Devices,https://langeek.co/en/vocab/subcategory/168/learn,22,generation,/ˌʤɛnəˈreɪʃən/,The latest generation of smartphones features enhanced camera capabilities and longer battery life.,,
