order,word,phonetic,example,note,definition_en
1,abandoned,/əˈbændənd/,The abandoned house was falling apart.,,
2,classical,/ˈklæsɪkəl/,"The course covered classical philosophy, examining the ideas of Socrates and Plato.",,
3,external,/ɪkˈstɝnəɫ/,The building’s external walls were insulated to improve energy efficiency.,,
4,industrial,/ˌɪnˈdəstɹiəɫ/,"The city's economy thrived due to its industrial base, which included manufacturing plants and factories.",,
5,open-plan,/ˈoʊpənplˈæn/,Our office moved to a new open-plan space to encourage collaboration among employees.,,
6,spacious,/ˈspeɪʃəs/,The spacious living room had high ceilings and ample natural light.,,
7,to construct,"/ˈkɑnstɹəkt/, /kənˈstɹəkt/",Engineers and construction workers collaborated to construct a sturdy and safe bridge.,,
8,brick,/ˈbɹɪk/,"The walls of the house were built with red bricks, giving it a classic look.",,
9,column,/ˈkɑɫəm/,The ancient Greek temples are known for their majestic columns.,,
10,concrete,"/ˈkɑnkɹit/, /kənˈkɹit/",The workers poured concrete to create a sturdy foundation for the house.,,
11,development,/dɪˈvɛɫəpmənt/,The city council approved a new development on the outskirts of town to accommodate population growth.,,
12,digger,/ˈdɪɡɝ/,The digger efficiently removed the dirt to make way for the foundation.,,
13,passage,"/ˈpæsədʒ/, /ˈpæsɪdʒ/",The passage led to a series of small offices on the second floor.,,
14,exit,"/ˈɛɡzɪt/, /ˈɛksət/",She took the exit to the city center to reach her destination.,,
15,hut,/ˈhət/,The family lived in a small hut made of bamboo and thatch.,,
16,to level,/ˈlevəl/,The demolition crew leveled the old factory to make way for the new development project.,,
17,to rebuild,/ɹiˈbɪɫd/,"After the hurricane, the town worked hard to rebuild the damaged homes.",,
18,ruin,"/ˈɹuən/, /ˈɹuɪn/",They explored the ruins of an old castle during their trip.,,
19,curb,/ˈkɝb/,The city installed a new curb to improve pedestrian safety.,,
20,landfill,/ˈɫændˌfɪɫ/,The city opened a new landfill to accommodate its growing waste management needs.,,
21,sewer,/ˈsuɝ/,The city's sewer system underwent extensive upgrades to improve drainage and prevent flooding.,,
22,landmark,/ˈɫændˌmɑɹk/,The Great Wall of China is a remarkable landmark that stretches across thousands of miles and has stood for centuries.,,
23,monument,"/ˈmɑnjəmənt/, /ˈmɑnjumənt/",The towering monument was erected in honor of the soldiers who fought bravely in the war.,,
24,facility,/fəˈsɪɫɪti/,The hospital's new facility includes state-of-the-art operating rooms and patient care units.,,
25,casino,/kəˈsinoʊ/,The casino was filled with the sounds of slot machines and excited players.,,
26,courthouse,/ˈkɔɹtˌhaʊs/,The trial was held at the county courthouse downtown.,,
27,disco,/ˈdɪskoʊ/,The disco was packed with people dancing to the latest hits.,,
28,nursing home,/nˈɜːsɪŋ hˈoʊm/,The nursing home offers around-the-clock medical supervision for its residents.,,
29,schoolhouse,/ˈskuɫˌhaʊs/,Children gather every morning at the schoolhouse for lessons.,,
30,structure,/ˈstɹəktʃɝ/,The Eiffel Tower in Paris is an iconic structure made of iron lattice.,,
31,town hall,/tˈaʊn hˈɔːl/,The mayor held a meeting at the town hall to discuss community concerns.,,
32,funeral home,/fjˈuːnɚɹəl hˈoʊm/,The family chose a local funeral home for their loved one's services.,,
33,graveyard,/ˈɡɹeɪvˌjɑɹd/,The old graveyard was filled with weathered headstones.,,
34,tomb,/ˈtum/,They placed flowers at the entrance of the tomb to honor their loved one.,,
