order,word,phonetic,example,note,definition_en
1,to accompany,/əˈkəmpəni/,Sarah asked John to accompany her to the concert.,,
2,to acquire,/əˈkwaɪɝ/,The new employee worked diligently to acquire the necessary technical skills for the job.,,
3,to approach,/əˈpɹoʊtʃ/,The temperature is expected to approach 90 degrees Fahrenheit during the peak of summer.,,
4,to concern,/kənˈsɝːn/,"The decline in his health concerned his family, prompting them to seek medical advice.",verb,
5,to deserve,/dɪˈzɝv/,"After completing the project ahead of schedule, she deserved the recognition and praise from her team.",,
6,to emerge,"/ˈimɝdʒ/, /ɪˈmɝdʒ/",The pattern on the fabric emerged slowly as the dye set in.,,
7,to engage,/ɛnˈɡeɪdʒ/,Students should engage in class discussions to enhance their learning.,,
8,to excuse,"/ɪkˈskjus/, /ɪkˈskjuz/","Understanding the circumstances, she chose to excuse her colleague for the unintentional oversight.",,
9,to impress,"/ˈɪmˌpɹɛs/, /ˌɪmˈpɹɛs/",His exceptional skills in leadership impressed his colleagues.,,
10,to interrupt,/ˌɪntɝˈəpt/,She interrupted the meeting to ask a question.,,
11,to range,/reɪndʒ/,The store's inventory ranges from clothing and accessories to electronics and home goods.,,
12,to rely,"/ɹiˈɫaɪ/, /ɹɪˈɫaɪ/",Many people rely on their smartphones for everyday tasks.,,
13,to retain,"/ɹiˈteɪn/, /ɹɪˈteɪn/",The antique shop owner decided to retain a few rare pieces in the collection.,,
14,to reveal,"/ɹiˈviɫ/, /ɹɪˈviɫ/","In her memoir, the author courageously revealed her struggles with mental illness.",,
15,to seek,/ˈsik/,The detective regularly seeks clues to solve complex cases.,,
16,to sense,/sɛns/,The blindfolded person could sense the texture of the object by running their fingers over it.,,
17,to shape,/ʃeɪp/,She used clay to shape a beautiful sculpture.,,
18,to shift,/ʃɪft/,"As the storm approached, residents were advised to shift to higher ground.",,
19,to split,/ˈspɫɪt/,The large tour group split into smaller factions to explore different areas of the city.,,
20,to spot,/spɑt/,The hiker could spot the rare bird perched high in the trees.,,
21,to subject,/ˈsʌbˌdʒɛkt/,"The strict policies of the company subjected employees to intense scrutiny, leading to a tense work environment.",,
22,to surround,/sɝˈaʊnd/,The city is surrounded by beautiful countryside.,,
23,to swear,/ˈswɛɹ/,I swear that I didn't eat the last piece of cake; it must have been someone else.,,
24,to tear,/tɪr/,"In frustration, he started to tear the paper into small pieces.",,
25,to track,/træk/,The hunters used dogs to track the deer through the forest.,,
26,to transfer,"/ˈtɹænsfɝ/, /tɹænsˈfɝ/",The professor decided to transfer the student to a more advanced class.,,
27,to transform,"/ˈtɹænsfɔɹm/, /tɹænsˈfɔɹm/",The renovation project aims to transform the old building into a modern and functional space.,,
28,to urge,/ˈɝdʒ/,The safety inspector urged caution when handling hazardous materials in the workplace.,,
29,to vary,/ˈvɛɹi/,The color of the chameleon's skin can vary to match its surroundings.,,
30,to whisper,"/ˈhwɪspɝ/, /ˈwɪspɝ/",The students often whisper during the silent reading time.,,
31,to soil,/ˈsɔɪɫ/,He was careful not to soil his shoes when walking through the garden.,,
32,to go,/ɡoʊ/,The milk went sour after being left out too long.,,
33,to sound,/saʊnd/,The new movie sounds exciting; we should watch it.,,
34,to concern,/kənˈsɝːn/,The report will concern the effects of climate change on wildlife.,verb,
35,to oversleep,/ˌoʊvɝˈsɫip/,Many people tend to oversleep on weekends after a busy week.,,
36,to preserve,"/pɹəˈzɝv/, /pɹiˈzɝv/, /pɹɪˈzɝv/",It's important to preserve natural habitats to protect endangered species.,,
37,to resurface,/riˈsɜrfɪs/,The long-lost painting suddenly resurfaced in a private collection after being missing for decades.,,
