order,word,phonetic,example,note,definition_en
1,breed,/briːd/,The Border Collie breed is renowned for its intelligence and herding instincts.,,
2,to breed,/briːd/,The farmer breeds cattle to improve the quality of the herd for meat production.,,
3,cage,/keɪʤ/,"The parrot happily chirped inside its spacious cage, enjoying the view from the window.",,
4,species,"/ˈspiːʃiz/ , /ˈspiːsiz/",The Galapagos finches are a classic example of how different species can evolve from a common ancestor.,,
5,territory,/ˈtɛrɪˌtɔri/,The lion fiercely defended its territory from intruding rivals.,,
6,polar bear,/ˈpoʊlɚ bɛr/,"The polar bear's white fur helps it blend into its icy surroundings, making it a stealthy predator.",,
7,owl,/aʊl/,"Owls are known for their exceptional night vision, enabling them to hunt effectively in low light conditions.",,
8,ape,/eɪp/,"The zoo has a new exhibit featuring various species of apes, including chimpanzees and gorillas.",,
9,cheetah,/ˈʧiːtə/,"The cheetah sprinted across the savannah, chasing down its elusive prey.",,
10,leopard,/ˈlɛpɚd/,"The leopard stealthily moved through the tall grass, its spotted coat blending perfectly with the surroundings.",,
11,puppy,/ˈpʌpi/,The family adopted a playful puppy from the local shelter.,,
12,reindeer,/ˈreɪnˌdɪr/,"During the Arctic winter, reindeer huddle together to conserve warmth.",,
13,squirrel,/ˈskwɝːəl/,"During winter, squirrels rely on their stored food reserves to survive.",,
14,tortoise,/ˈtɔrtəs/,The ancient tortoise slowly made its way across the sun-baked desert.,,
15,feather,/ˈfɛðɚ/,The ancient Egyptians used feathers as quills to write on papyrus scrolls.,,
16,paw,/pɑ/,The kitten playfully batted at the toy mouse with her tiny paws.,,
17,venom,/ˈvɛnəm/,The snake injected venom into its prey.,,
18,to bark,/bɑrk/,The dog barked loudly when the mail carrier approached the house.,,
19,to chain,/tʃeɪn/,The gatekeeper will chain the entrance to restrict access to the private property.,,
20,to lay,/leɪ/,The hen laid a dozen eggs in the nesting box yesterday.,,
21,to mate,/meɪt/,The birds mate during the spring season to raise their young.,,
22,pack,/pæk/,"The wolf pack roamed the forest, their coordinated movements making them a formidable hunting force.",,
23,domestic,/dəˈmɛstɪk/,Domestic cats often display behaviors that show their adaptation to living alongside humans.,,
24,extinct,/ɪkˈstɪŋkt/,"The dodo bird is an example of a species that is now extinct, as it disappeared centuries ago due to human activity.",,
25,mammal,/ˈmæməl/,The bat is the only mammal capable of sustained flight.,,
26,reptile,/ˈrɛptaɪl/,A reptile like a snake can survive in a wide range of environments.,,
27,to trap,/træp/,The wildlife conservation team set up humane traps to catch feral cats and relocate them to safer areas.,,
28,wildlife,/ˈwaɪldˌlaɪf/,"The national park is home to a variety of wildlife, including bears and wolves.",,
