order,word,phonetic,example,note,definition_en
1,arrogant,/ˈɛɹəɡənt/,"Despite his lack of experience, he acted in an arrogant manner, believing he knew better than everyone else.",,
2,bold,/ˈboʊɫd/,"The bold entrepreneur invested all of her savings into her startup, believing in its potential.",,
3,caring,/ˈkɛɹɪŋ/,"She is known for her caring nature, always willing to lend a helping hand to those in need.",,
4,decent,/ˈdisənt/,The decent neighbor offers a helping hand to those in need and maintains a friendly and respectful demeanor.,,
5,dishonest,/dɪˈsɑnəst/,He was caught being dishonest about his involvement in the incident.,,
6,easy-going,/ˈiːziɡˈoʊɪŋ/,She’s very easy-going and never gets stressed over small problems.,,
7,energetic,/ˌɛnɝˈdʒɛtɪk/,Mary's energetic dance moves lit up the stage during the performance.,,
8,enthusiastic,/ɪnˌθuziˈæstɪk/,His enthusiastic support for the project helped drive it to success.,,
9,dynamic,/daɪˈnæmɪk/,"With his dynamic personality, he brings enthusiasm and energy to every situation.",,
10,forgetful,"/fɝˈɡɛtfəɫ/, /fɔɹˈɡɛtfəɫ/","She’s been quite forgetful lately, misplacing her keys all the time.",,
11,greedy,/ˈɡɹidi/,"The greedy businessman exploited his employees for profit, caring only about increasing his own wealth.",,
12,icy,/ˈaɪsi/,His icy stare made everyone in the room feel uncomfortable.,,
13,impatient,/ˌɪmˈpeɪʃənt/,The impatient driver honked their horn repeatedly in traffic.,,
14,lively,/ˈɫaɪvɫi/,"She is always lively, bringing energy and excitement to any gathering.",,
15,logical,/ˈɫɑdʒɪkəɫ/,"His argument was clear and logical, making it easy for everyone to understand and agree with his point of view.",,
16,modest,/mɑdəst/,"Despite her remarkable talent, she remains modest and never seeks attention or praise.",,
17,moody,/ˈmudi/,"She's so moody lately, swinging between happiness and sadness from one moment to the next.",,
18,moral,/ˈmɔɹəɫ/,"The moral leader always prioritized honesty and fairness in decision-making, setting a positive example for others to follow.",,
19,nosy,/ˈnoʊzi/,My neighbor is extremely nosy and always asks personal questions.,,
20,optimistic,/ˌɑptəˈmɪstɪk/,"Despite setbacks, she remained optimistic about her future career prospects.",,
21,pessimistic,/ˌpɛsəˈmɪstɪk/,"Despite their hard work, he remained pessimistic about the chances of success.",,
22,passionate,/ˈpæʃənət/,She is a passionate advocate for environmental conservation and volunteers regularly for cleanup projects.,,
23,practical,/ˈpræktɪkəl/,She’s very practical and always finds solutions that work in real life.,,
24,reasonable,"/ˈɹizənəbəɫ/, /ˈɹiznəbəɫ/",A reasonable man would consider all sides before deciding.,,
25,respectable,"/ɹiˈspɛktəbəɫ/, /ɹɪˈspɛktəbəɫ/","He landed a respectable job in a well-known firm, which was considered a commendable achievement by his peers.",,
26,self-confident,/ˌsɛɫfˈkɑnfədənt/,"Despite criticism, he remained self-confident in his creative vision, believing in the value of his work.",,
27,sensitive,"/ˈsɛnsətɪv/, /ˈsɛnsɪtɪv/","She has a sensitive nature, always attuned to the feelings of those around her.",,
28,sincere,/sɪnˈsɪɹ/,Her sincere apology made me feel better about the misunderstanding.,,
29,strong-willed,/stɹˈɔŋwˈɪld/,"Despite facing numerous challenges, she remained strong-willed and determined to succeed in her career.",,
30,sympathetic,/ˌsɪmpəˈθɛtɪk/,The teacher was sympathetic to the student who was struggling with the coursework.,,
31,unreliable,"/ˌənɹiˈɫaɪəbəɫ/, /ˌənɹɪˈɫaɪəbəɫ/",The witness proved unreliable in court.,,
32,unstable,/ənˈsteɪbəɫ/,His relationships were strained due to his unpredictable and unstable behavior.,,
33,unsure,"/ʌnˈʃʊr/ , /ʌnˈʃɔːr/",He felt unsure about taking on such a large responsibility at work.,,
34,strict,/ˈstɹɪkt/,The strict teacher enforced a no-talking rule during tests.,,
35,violent,"/ˈvaɪəɫənt/, /ˈvaɪɫənt/",The storm was so violent that it knocked down several trees.,,
36,lenient,"/ˈɫiniənt/, /ˈɫinjənt/",The lenient teacher allowed students extra time to complete assignments if they had valid reasons for delays.,,
37,tough,/tʌf/,"His tough management style earned him a reputation for achieving results, albeit with high expectations.",,
38,tight-fisted,/ˈtaɪtˈfɪstɪd/,He’s so tight-fisted that he won’t even tip the waiter.,,
