order,word,phonetic,example,note,definition_en
1,forward,/ˈfɔrwɚd/,The forward seats in the auditorium offer the best view of the stage.,,
2,fundamental,"/ˌfəndəˈmɛnəɫ/, /ˌfəndəˈmɛntəɫ/",Understanding basic mathematics is fundamental to solving more complex problems.,,
3,grand,/ˈɡɹænd/,"The grand waterfall cascaded down the mountainside, creating a breathtaking sight.",,
4,hilarious,/hɪˈɫɛɹiəs/,The hilarious comedy show had the audience roaring with laughter from start to finish.,,
5,honorable,/ˈɑnɝəbəɫ/,He is known for his honorable actions in the community.,,
6,humorous,/ˈhjumɝəs/,The comedian told a humorous story that made everyone laugh.,,
7,impressed,/ˌɪmˈpɹɛst/,The impressed expression on her face showed her admiration for the talented musician.,,
8,initial,/ˌɪˈnɪʃəɫ/,The initial stages of the project involved research and planning.,,
9,inner,/ˈɪnɝ/,The inner lining of the jacket keeps you warm in cold weather.,,
10,intended,"/ˌɪnˈtɛndɪd/, /ɪnˈtɛndɪd/",The intended outcome of the project was to increase efficiency and reduce costs for the company.,,
11,intense,/ˌɪnˈtɛns/,She felt intense excitement as she approached the finish line.,,
12,internal,/ˌɪnˈtɝnəɫ/,Internal organs such as the heart and lungs are vital for bodily functions.,,
13,literal,/ˈɫɪtɝəɫ/,The literal meaning of the phrase is very straightforward.,,
14,mass,/ˈmæs/,Mass production techniques have led to the creation of affordable consumer goods.,,
15,material,/məˈtɪriəl/,"Many people chase material possessions, thinking they will bring joy.",,
16,minor,/ˈmaɪnɝ/,The issue was minor compared to the other challenges they faced.,,
17,mixed,/ˈmɪkst/,"The film festival showcased a mixed selection of genres, appealing to a diverse audience.",,
18,overall,/ˈoʊvɝˌɔɫ/,The overall health of the population improved significantly after the implementation of new healthcare policies.,,
19,potential,/pəˈtɛnʃəɫ/,She saw potential issues with the project and addressed them early on.,,
20,prime,/ˈpɹaɪm/,The prime objective of the mission was to ensure the safety of all crew members.,,
21,principal,/ˈprɪnsəpəl/,The principal aim of the initiative is to reduce carbon emissions.,,
22,pure,/ˈpjʊɹ/,She prefers to drink pure water without any added flavors or sweeteners.,,
23,rapid,"/ˈɹæpəd/, /ˈɹæpɪd/",The rapid river flowed swiftly downstream.,,
24,representative,"/ˌɹɛpɹəˈzɛnətɪv/, /ˌɹɛpɹəˈzɛntətɪv/, /ˌɹɛpɹɪˈzɛnətɪv/, /ˌɹɛpɹɪˈzɛntətɪv/",The statue is representative of the city's heritage.,,
25,resident,/ˈrɛzɪdənt/,The resident artist showcased her work in the local gallery.,,
26,routine,/ɹuˈtin/,Checking emails is a routine task for most office workers.,,
27,shocked,/ˈʃɑkt/,The shocked expression on her face revealed her disbelief at the announcement.,,
28,slight,/ˈsɫaɪt/,She felt a slight breeze on her face as she walked outside.,,
29,sticky,/ˈstɪki/,The syrup was sticky and hard to clean off the counter.,,
30,stiff,/ˈstɪf/,The cardboard was too stiff to fold into the desired shape.,,
31,unconscious,/ˌənˈkɑnʃəs/,The patient remained unconscious after the accident until the paramedics arrived.,,
32,upper,/ˈəpɝ/,The upper shelves in the kitchen hold rarely used cookware.,,
33,very,/ˈvɛri/,"It was the very book I had been searching for, with the red cover and torn pages.",,
34,vital,/ˈvaɪtəɫ/,Adequate hydration is vital for maintaining overall health.,,
35,willing,/ˈwɪɫɪŋ/,She was willing to lend a helping hand whenever her friends needed it.,,
