order,word,phonetic,example,note,definition_en
1,to credit,/ˈkrɛdɪt/,The employer credited the employee's salary to their bank account at the end of each month.,,
2,economy,"/iˈkɑnəmi/, /ɪˈkɑnəmi/",The country's economy grew rapidly due to investments in technology and infrastructure.,,
3,economic,"/ˌɛkəˈnɑmɪk/, /ˌikəˈnɑmɪk/",Rising unemployment rates were a major economic concern during the recession.,,
4,accounting,/əˈkaʊntɪŋ/,The accounting department prepares financial statements such as the balance sheet and income statement to reflect the financial position and performance of the company.,,
5,asset,/ˈæˌsɛt/,Real estate is considered a valuable asset due to its potential for long-term appreciation and rental income.,,
6,budget,/ˈbʌdʒɪt/,The project has a strict budget for equipment.,,
7,capital,"/ˈkæpətəɫ/, /ˈkæpɪtəɫ/",The company invested capital in new machinery.,,
8,debit,/ˈdɛbɪt/,The accountant recorded the purchase as a debit.,,
9,finance,"/ˈfaɪnæns/ , /fɪˈnæns/",Poor finance planning led to the company's bankruptcy.,,
10,investment,"/ˌɪnˈvɛsmənt/, /ˌɪnˈvɛstmənt/","She made a significant investment in stocks, hoping to see substantial returns over the next few years.",,
11,financing,"/faɪˈnænsɪŋ/, /fəˈnænsɪŋ/, /fɪˈnænsɪŋ/",Government financing supports infrastructure projects like road construction and public transportation improvements.,,
12,borrowing,/ˈbɑɹoʊɪŋ/,Borrowing allows individuals and organizations to access capital they need for investments or expenses without needing to liquidate existing assets.,,
13,debt,/dɛt/,She fell into debt after medical expenses.,,
14,grant,/ˈɡɹænt/,The research team received a grant to fund their study on renewable energy.,,
15,loan,/ˈɫoʊn/,"She took out a loan to buy her first home, which she plans to repay over 30 years.",,
16,to possess,/pəˈzɛs/,"As an avid art collector, he possesses valuable paintings from renowned artists.",,
17,distribution,/ˌdɪstɹəbˈjuʃən/,The company improved its distribution network to ensure products reach stores faster.,,
18,inflation,/ˌɪnˈfɫeɪʃən/,High inflation reduces the purchasing power of consumers.,,
19,welfare,/ˈwɛlˌfɛr/,The government increased welfare benefits to support families during the economic downturn.,,
20,profit,"/ˈpɹɑfət/, /ˈpɹɑfɪt/","The company reported a significant profit for the fiscal year, reflecting efficient operations and strong sales.",,
21,standard of living,/stˈændɚd ʌv lˈɪvɪŋ/,Improved infrastructure and healthcare services have contributed to a higher standard of living in urban areas.,,
22,balance,/ˈbæləns/,"After reconciling the books, the accountant confirmed the balance was zero.",,
23,bank statement,/bˈæŋk stˈeɪtmənt/,John reviewed his bank statement to reconcile his records with his monthly expenses.,,
24,collapse,/kəˈlæps/,The financial collapse led to widespread panic among investors.,,
25,to collapse,/kəˈlæps/,The stock market collapsed after the unexpected economic report was released.,,
26,decrease,/dɪˈkriːs/,The population saw a decrease of 5% this year.,,
27,loss,/ˈɫɔs/,The business reported a significant loss for the quarter due to declining sales.,,
28,analyst,/ˈænəɫɪst/,The market analyst predicted a surge in stock prices based on recent economic indicators.,,
29,banker,/ˈbæŋkɝ/,"As a banker, she oversees the lending operations and financial services offered to clients.",,
30,to price,/praɪs/,Businesses carefully price their products to remain competitive in the market.,,
31,to purchase,/ˈpɝtʃəs/,Consumers often purchase goods and services to meet their needs and desires.,,
32,rate,/ˈɹeɪt/,The bank offers a competitive interest rate on savings accounts.,,
33,to rip off,/ɹˈɪp ˈɔf/,The store ripped off customers by selling counterfeit designer handbags at full price.,,
34,rip-off,/ɹˈɪpˈɔf/,"The concert tickets were a complete rip-off, costing twice as much as last year.",,
35,bull,/bʊl/,"The bull invested heavily in tech stocks, confident that their prices would surge in the coming months.",,
36,bear,/bɛr/,"As a seasoned bear, he often profited from falling commodity prices.",,
37,to run out,/ɹˈʌn ˈaʊt/,The restaurant unexpectedly ran out of the popular dish.,,
38,automated teller machine,/ˌɔːɾəmˈæɾɪk tˈɛlɚ məʃˈiːn/,The bank installed a new ATM in the shopping mall.,,
39,refund,"/ˈɹiˌfənd/, /ɹɪˈfənd/",She received a full refund after returning the defective shoes.,,
