order,word,phonetic,example,note,definition_en
1,abbreviation,/əˌbɹiviˈeɪʃən/,The abbreviation 'CEO' stands for Chief Executive Officer.,,
2,article,/ˈɑːrtɪkəl/,The teacher explained that 'the' is a definite article used to refer to specific items.,,
3,auxiliary verb,/ɔːksˈɪliəɹi vˈɜːb/,The teacher explained that auxiliary verbs like 'have' and 'will' help to form different tenses and aspects.,,
4,conjunction,/kənˈdʒəŋkʃən/,"In compound sentences, conjunctions are essential for linking ideas and creating coherence.",,
5,preposition,/pɹˌɛpəzˈɪʃən/,He used a list of common prepositions to help correct his grammar mistakes in the essay.,,
6,proper noun,/pɹˈɑːpɚ nˈaʊn/,Paris is a proper noun because it names a specific city.,,
7,pronoun,/ˈpɹoʊnaʊn/,Using the correct pronoun is important for clarity in writing and speaking.,,
8,prefix,/ˈpɹifɪks/,"Understanding common prefixes, such as 'pre-' and 'dis-,' can help students decode unfamiliar words.",,
9,suffix,/ˈsəfɪks/,"Adding the suffix '-ly' to 'quick' changes the word to 'quickly,' turning it into an adverb.",,
10,active,/ˈæktɪv/,She explained that active voice is often preferred in writing because it makes sentences clearer and more direct.,,
11,passive,/ˈpæsɪv/,"In the passive voice, the object of an action becomes the subject of the sentence.",,
12,comparative,/kəmˈpɛɹətɪv/,"To form a comparative adjective, you often add '-er' to the end of the base adjective or use 'more' before it.",,
13,superlative,/sʊˈpɝɫətɪv/,"Superlative forms are used to describe the highest degree of a quality, such as 'tallest' or 'fastest.'",,
14,plural,/ˈpɫʊɹəɫ/,"In English, when you add an ""s"" to most nouns, it turns them into their plural form.",,
15,singular,/ˈsɪŋɡjəɫɝ/,"The word ""apple"" is in the singular form, referring to just one piece of fruit.",,
16,grammatical,"/ɡɹəˈmætəkəɫ/, /ɡɹəˈmætɪkəɫ/","He made several grammatical errors in his essay, which affected the overall clarity of his arguments.",,
17,irregular,/ɪˈrɛɡjʊlər/,"Irregular adjectives in English, such as 'good' and 'better,' require memorization rather than following a simple rule.",,
18,modal,/ˈmoʊdəɫ/,The teacher explained that modals are auxiliary verbs that help convey different shades of meaning.,,
19,conditional,/kənˈdɪʃənəɫ/,She practiced writing conditional sentences to improve her understanding of cause and effect.,,
20,perfect,/ˈpɝfɪkt/,She struggled with using the perfect tense correctly until she practiced more.,,
21,past participle,/pˈæst pɑːɹtˈɪsɪpəl/,She was confused about the past participle of the verb 'to go' and asked her teacher for clarification.,,
22,continuous,/kənˈtɪnjuəs/,"The continuous tense helps clarify that an action is in progress, such as in 'I am reading a book.",,
23,progressive,/pɹəˈɡɹɛsɪv/,The teacher explained that the progressive tense is used to describe actions that are ongoing.,,
24,collocation,/kɑɫəˈkeɪʃən/,"In language learning, understanding collocations helps in using words in their most natural and common combinations.",,
25,possessive,/pəˈzɛsɪv/,He made a mistake by adding an extra possessive apostrophe to the plural noun.,,
26,pronunciation,"/pɹəˌnənsiˈeɪʃən/, /pɹoʊˌnənsiˈeɪʃən/",Her pronunciation of French words is flawless.,,
27,consonant,/ˈkɑnsənənt/,The teacher explained that consonants are speech sounds made by obstructing airflow in the vocal tract.,,
28,vowel,/ˈvaʊəɫ/,He practiced pronouncing each vowel clearly to improve his accent.,,
29,stress,/ˈstɹɛs/,"In English, stress is important because it can change the meaning of a word, such as 'record' as a noun versus 'record' as a verb.",,
30,tag question,/tˈæɡ kwˈɛstʃən/,She added a tag question to her statement to check if everyone agreed with her opinion.,,
31,punctuation,/ˌpəŋktʃuˈeɪʃən/,She reviewed her essay carefully to ensure that all punctuation was used correctly.,,
32,exclamation point,/ɛksklɐmˈeɪʃən pˈɔɪnt/,"In his email, he used an exclamation point to convey urgency.",,
33,question mark,/kwˈɛstʃən mˈɑːɹk/,She added a question mark at the end of her email to clarify that she was seeking an answer.,,
34,comma,/ˈkɑmə/,Remember to place a comma after each item in a list to ensure clarity.,,
35,to spell,/spɛl/,"The letters ""c-a-t"" spell the word ""cat.""",,
36,double negative,/dˈʌbəl nˈɛɡətˌɪv/,"In standard grammar, a double negative can create confusion, as it often results in a positive meaning.",,
