order,word,phonetic,example,note,definition_en
1,arc,/ˈɑɹk/,"In a circle, a minor arc is shorter than a major arc.",,
2,area,/ˈɛriə/,The area of a rectangle can be calculated by multiplying its length by its width.,,
3,point,/pɔɪnt/,A point is represented by a dot in a geometric figure.,,
4,set,/sɛt/,"A set can include numbers, letters, or other items that share a common feature.",,
5,space,/ˈspeɪs/,There was no space left on the whiteboard to write additional notes.,,
6,volume,/ˈvɑɫjum/,The volume of water in the glass was 250 milliliters.,,
7,addition,/əˈdɪʃən/,Addition is the process of combining two or more numbers to get a total.,,
8,deduction,/dɪˈdəkʃən/,Deduction helps calculate how much is left after spending money.,,
9,division,/dɪˈvɪʒən/,"In division, the number being divided is called the dividend.",,
10,multiplication,/ˌməɫtəpɫəˈkeɪʃən/,"The teacher explained that multiplication can be represented using the ""×"" symbol.",,
11,times,/ˈtaɪmz/,Three times four equals twelve.,,
12,fraction,/ˈfɹækʃən/,One-half (1/2) is a simple fraction.,,
13,percentage,"/pɝˈsɛnədʒ/, /pɝˈsɛnɪdʒ/, /pɝˈsɛntədʒ/, /pɝˈsɛntɪdʒ/",The percentage of students who passed the exam increased significantly this year.,,
14,probability,/ˌpɹɑbəˈbɪɫəˌti/,The probability of rolling a six on a fair die is one-sixth.,,
15,equal sign,/ˈiːkwəl sˈaɪn/,"In algebra, solving equations involves using the equal sign to find the value of variables.",,
16,to amount to,/ɐmˈaʊnt tuː/,"The costs of the project amount to $10,000 when you consider all the expenses.",,
17,digit,"/ˈdɪdʒət/, /ˈdɪdʒɪt/","My phone number starts with the digit 3, making it easy to remember.",,
18,minus,/ˈmaɪnəs/,"In algebra, the minus is used to denote the opposite or negative of a number or variable.",,
19,plus,/plʌs/,"In arithmetic, the plus is used to combine numbers or quantities.",,
20,graph,/ˈɡɹæf/,The teacher drew a graph to show the students' test scores.,,
21,bar chart,/bˈɑːɹ tʃˈɑːɹt/,The bar chart compared the sales of different products last year.,,
22,pie chart,/pˈaɪ tʃˈɑːɹt/,The pie chart showed that 40% of our budget is allocated to marketing.,,
23,line graph,/lˈaɪn ɡɹˈæf/,A line graph shows how something changes over time.,,
24,mathematician,/ˌmæθəməˈtɪʃən/,The mathematician worked late into the night on his latest theory.,,
25,measure,/ˈmɛʒɚ/,Each measure on a ruler represents a specific length.,,
26,acre,/ˈeɪkɝ/,A typical soccer field covers about 1.5 acres.,,
27,degree,/dɪˈɡriː/,A degree is used to measure the size of angles in geometry.,,
28,statistic,/stəˈtɪstɪk/,Statistics help people understand trends and patterns in data.,,
29,to rank,/ˈɹæŋk/,The competition judges will rank the dancers based on their technique and performance.,,
30,to rate,/ˈɹeɪt/,The judge will rate the performances of the contestants.,,
31,massive,/ˈmæsɪv/,The museum displayed a massive dinosaur skeleton.,,
32,multiple,/ˈməɫtəpəɫ/,The project required multiple steps to complete successfully.,,
33,numerous,/ˈnumɝəs/,The library has numerous books on various subjects.,,
34,vast,/ˈvæst/,The explorers marveled at the vast desert stretching endlessly before them.,,
35,section,/ˈsɛkʃən/,"The library is organized into several sections, including fiction, non-fiction, and reference materials.",,
